3,1,9,0.952637,-0.278809,-0.132813,1.8125,-12.5625,5.625,0,3,7,0,0.663574,0.0385742,-3.9375,-36.1875,30.0625,0,0
3,1,9,0.97168,-0.283691,-0.144531,-10.6875,-11.5,9.4375,0,3,6,0,0.63623,-0.0375977,-29.25,-52.25,45,0,0
3,2,9,0.980957,-0.29248,-0.132813,-12.8125,-11.75,11.4375,0,3,6,0,0.612793,-0.0390625,33.75,-8.5625,31.125,0,0
3,2,9,0.956543,-0.315918,-0.13916,-14.625,-15.25,10.8125,0,3,6,0,0.591309,-0.0170898,17,-7.625,31.6875,0,0
2,2,9,0.95459,-0.321289,-0.157227,2.5,-12.75,2.5625,0,3,6,0,0.587891,-0.0219727,45,-2.625,21.8125,0,0
2,2,10,0.935059,-0.305664,-0.172363,2.5625,-9.6875,-1.875,0,3,6,0,0.594238,-0.0136719,-11.6875,0.1875,28.125,0,0
2,2,10,0.945801,-0.293457,-0.180176,0.0625,-2.1875,-5.1875,0,3,6,0,0.580078,-0.065918,5.875,-5.8125,20.25,0,0
2,2,10,0.957031,-0.312988,-0.16748,-5.3125,0.9375,-6.625,0,2,6,0,0.554688,-0.105469,-20.8125,1.6875,16.875,0,0
2,2,10,0.938965,-0.314453,-0.168945,-3.5625,1.6875,-5.8125,0,2,6,0,0.387695,-0.0546875,8.625,10.625,17.25,0,0
2,2,10,0.970703,-0.320801,-0.172363,-6.6875,2.8125,-4.0625,0,2,6,0,0.475098,-0.108887,-2.4375,17.8125,20.1875,0,0
2,2,10,0.970703,-0.320801,-0.172363,-6.6875,2.8125,-4.0625,0,2,6,0,0.396973,-0.0400391,23.375,20.1875,16.3125,0,0
2,2,10,0.972656,-0.316895,-0.150391,-10.3125,1.8125,-2.125,0,2,6,0,0.440918,-0.0898438,34.875,23.6875,27.25,0,0
2,2,10,0.958984,-0.317383,-0.166992,-4.0625,0.25,-0.4375,0,2,7,0,0.394531,-0.0556641,11.0625,24.25,30.4375,0,0
2,2,9,0.974609,-0.316895,-0.183594,-9.8125,2.8125,1.75,0,2,7,0,0.347656,-0.0512695,30,23.375,36.375,0,0
2,2,9,0.937012,-0.310059,-0.186523,-9,-1.4375,2.1875,0,1,7,0,0.261719,-0.000976563,25.625,27.25,29.4375,0,0
2,2,10,0.835449,-0.369629,-0.313477,23,-16.25,-3.125,0,1,7,0,0.370605,0.0327148,31.75,13.5625,10.75,0,0
2,2,10,0.848145,-0.341797,-0.34082,30.5,-21.5625,-4.75,0,1,7,0,0.330566,0.0493164,26.5625,14.875,-4.125,0,0
2,2,10,0.854492,-0.371094,-0.351563,38.9375,-33.6875,-5.5625,0,1,7,0,0.390137,0.0727539,24.4375,7.1875,-18.25,0,0
2,2,10,0.862305,-0.349609,-0.401855,52.25,-40.0625,-1.25,0,2,7,0,0.443359,0.0605469,-7.5,-0.125,-26.75,0,0
2,2,10,0.882813,-0.328613,-0.382813,50.3125,-43.9375,4.9375,0,2,7,0,0.435059,0.0996094,-23.4375,-7.8125,-26.9375,0,0
2,2,11,0.90918,-0.282227,-0.399414,50.1875,-49.3125,18.25,0,2,7,0,0.448242,0.0756836,-30.75,-13.3125,-24.75,0,0
2,3,11,0.851563,-0.508301,-0.498535,-33.625,-78,48.25,0,2,7,0,0.393555,0.0917969,-44.4375,-16.5625,-31.25,0,0
2,4,11,0.743652,-0.797363,-0.67334,54.8125,-131.563,67.9375,0,2,7,0,0.504395,-0.0195313,-43.25,-17.4375,-21.0625,0,0
2,5,11,0.623535,-0.645996,-0.83252,61,-181.75,76.6875,0,2,7,0,0.472656,0.0161133,-48.75,5,26.4375,0,0
2,6,11,0.477051,-0.523926,-0.858398,75.0625,-185.563,67.75,0,2,7,0,0.328613,0.0722656,7.8125,41.8125,82.6875,0,0
2,6,12,0.442871,-0.400879,-0.780273,74.875,-163.313,53.3125,0,1,8,0,0.09375,0.185547,40.125,56.1875,92.6875,0,0
2,7,12,0.478027,-0.267578,-0.64209,42.375,-115.875,26.75,0,1,9,0,-0.0126953,0.373535,82,17.0625,25.0625,0,0
2,7,12,0.449219,-0.196289,-0.55127,8.1875,-77.5625,13.6875,0,1,9,0,0.09375,0.341797,76.5625,-0.4375,-53.125,0,0
2,7,12,0.366211,-0.272949,-0.470215,-40,-5.8125,-22.0625,0,2,8,0,0.349121,0.0615234,126.5,-34.0625,-131.563,0,0
2,7,12,0.370117,-0.569824,-0.623047,-68.25,53.25,-62,0,3,8,0,0.699219,-0.223633,94.875,-49.25,-200.063,0,0
1,6,12,0.431152,-0.675781,-0.710938,-43.9375,93.5,-99,0,4,8,0,0.82959,-0.233398,64.75,-43.375,-227.25,0,0
1,6,12,0.527344,-0.70459,-0.782227,-32.25,90.6875,-105.563,0,5,8,0,0.855469,-0.11377,20.9375,-51.6875,-198.063,0,0
1,5,12,0.616699,-0.726563,-0.729492,-11,73.125,-94.25,0,6,7,0,0.846191,-0.0893555,0.75,-45.5,-144.438,0,0
1,5,12,0.570313,-0.862793,-0.850586,-25.75,13,-15.9375,0,7,7,0,0.67041,-0.0458984,-21.3125,-28.8125,-52.75,0,0
1,5,12,0.51709,-0.851074,-0.869141,-12,-31.25,51.5,0,6,7,0,0.61377,-0.0205078,13.875,-9.1875,43.875,0,0
1,6,12,0.529785,-0.765625,-0.833984,-22.125,-75.75,112.688,0,6,7,0,0.885254,-0.140137,3.1875,-7.25,111.25,0,0
1,6,12,0.553223,-0.640137,-0.809082,-0.5625,-78.625,111.875,0,5,7,0,1.18018,-0.275391,-41.5,-85.0625,98.6875,0,0
1,7,12,0.442383,-0.452637,-0.708008,7.25,-73.5,89.3125,0,5,7,0,1.30908,-0.479492,-92.125,-138.625,45.75,0,0
1,7,12,0.269531,-0.388672,-0.682129,10.5625,-36.375,67.8125,0,6,6,0,0.983398,-0.289551,-104.188,-189.813,-31,0,0
1,8,12,0.229492,-0.408203,-0.655762,3.1875,-0.1875,52.375,0,6,6,0,0.962402,-0.20459,-59.9375,-168.438,-56.3125,0,0
1,7,12,0.291992,-0.522949,-0.660156,-20.25,46.1875,22.375,0,6,5,0,0.845215,-0.21875,-45.1875,-146.813,-44.8125,0,0
1,7,11,0.478516,-0.46582,-0.712891,-44.8125,57.3125,-16.0625,0,7,5,0,0.739258,-0.339844,-23.875,-124.75,-14.1875,0,0
1,7,11,0.464844,-0.902344,-0.600586,11.0625,37.5,41.125,0,7,5,0,0.930176,-0.308594,15.5,-71.375,17.0625,0,0
1,7,11,0.252441,-0.542969,-0.75293,23.875,31.375,27.5625,0,7,4,0,0.951172,-0.287598,22.4375,-58.1875,-8.625,0,0
1,7,11,0.150879,-0.578613,-0.688965,-11,1,23.4375,0,7,4,0,0.716309,-0.230957,-11.75,-42.0625,-8.1875,0,0
1,7,11,0.36084,-0.342773,-0.778809,5.5,-24.125,39.0625,0,7,4,0,0.705566,-0.180664,-15.0625,-14.3125,-5.8125,0,0
1,7,11,0.478516,-0.200195,-0.729004,-57.375,-63.6875,35.5,0,7,4,0,0.813477,-0.185059,-16.375,17.75,11.625,0,0
1,8,11,0.314453,-0.50293,-0.739258,-47.875,-91.4375,49.3125,0,7,4,0,0.830078,-0.177246,-2.6875,25.75,21.1875,0,0
