timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,
1.52308E+15,-1,-2,-1,-9,-3,-7,-3,1,-25
1.52308E+15,0,-1,-3,-19,23,3,-1,1,3
1.52308E+15,-2,-2,4,22,-3,9,3,2,33
1.52308E+15,1,1,3,0,-2,11,26,8,48
1.52308E+15,2,1,-6,-26,-5,11,0,2,-21
1.52308E+15,-3,0,2,14,-8,3,-4,-2,2
1.52308E+15,-1,1,7,0,13,-17,-10,-5,-12
1.52308E+15,0,1,-3,-11,-18,-3,-6,0,-40
1.52308E+15,-1,0,2,12,12,3,1,0,29
1.52308E+15,-1,-2,0,9,-24,-3,6,0,-15
1.52308E+15,-1,0,-3,-8,9,3,-1,-3,-4
1.52308E+15,-2,0,-3,-2,20,-4,-7,-3,-1
1.52308E+15,-2,-1,3,15,-10,-5,-3,-2,-5
1.52308E+15,0,-1,0,-1,0,2,-3,-3,-6
1.52308E+15,0,-2,-6,-15,-6,-1,5,2,-23
1.52308E+15,-2,-1,-1,5,-1,-2,-6,-4,-12
1.52308E+15,-1,-3,-3,7,3,7,5,2,17
1.52308E+15,0,2,-3,-14,-18,3,-1,1,-30
1.52308E+15,1,1,-2,4,17,-1,5,2,27
1.52308E+15,-2,-1,3,7,-26,-16,-7,-1,-43
1.52308E+15,-2,-1,21,25,-18,-13,3,-1,14
1.52308E+15,0,1,3,-6,24,0,0,-1,21
1.52308E+15,-1,-2,-2,-9,-12,-3,-1,-3,-33
1.52308E+15,-2,-3,4,26,-2,-5,-3,-1,14
1.52308E+15,-1,-2,-7,-7,1,-3,-3,1,-21
1.52308E+15,-2,0,-7,-11,-2,-4,-4,-1,-31
1.52308E+15,-1,-2,5,7,-15,-3,-3,0,-12
1.52308E+15,-2,1,1,13,41,4,4,-1,61
1.52308E+15,1,0,-5,-16,-5,0,0,1,-24
1.52308E+15,-2,-2,-1,6,-7,-5,-2,-1,-14
1.52308E+15,-2,0,7,18,-10,6,-3,-1,15
1.52308E+15,1,0,-5,-28,-22,1,10,1,-42
1.52308E+15,0,0,-4,3,-6,-6,-2,-4,-19
1.52308E+15,0,-2,0,-5,-51,21,0,0,-37
1.52308E+15,3,0,4,4,61,-25,-5,-2,40
1.52308E+15,1,0,-6,-8,-1,4,0,-1,-11
1.52308E+15,-3,-1,-2,1,-8,-2,-4,-3,-22
1.52308E+15,-2,-1,-2,2,-12,-4,-1,0,-20
1.52308E+15,-2,-1,-9,-18,-23,9,-3,-3,-50
1.52308E+15,0,1,12,0,0,-6,-7,-1,-1
1.52308E+15,-1,-1,-22,5,21,6,-1,1,8
1.52308E+15,4,-2,13,1,0,6,19,6,47
1.52308E+15,-2,1,9,3,14,0,-5,-4,16
1.52308E+15,-3,-3,-9,1,-3,-6,2,-2,-23
1.52308E+15,-1,2,7,-6,-8,-7,-5,-2,-20
1.52308E+15,-3,-3,-9,3,2,-4,-7,-4,-25
1.52308E+15,1,-2,-6,10,26,7,9,0,45
1.52308E+15,2,2,4,-9,-14,-8,-2,2,-23
1.52308E+15,-2,1,4,-12,-23,27,1,0,-4
1.52308E+15,-1,0,4,5,11,-33,-7,-2,-23
1.52308E+15,-1,-3,-3,6,-3,6,0,-1,1
1.52308E+15,-1,-3,-15,-1,-3,4,-5,-5,-29
1.52308E+15,-3,-7,-19,-11,-3,-34,-7,-4,-88
1.52308E+15,2,5,-8,-5,0,43,8,1,46
1.52308E+15,5,11,40,-7,4,-10,5,6,54
1.52308E+15,2,2,25,28,-15,-10,-3,0,29
1.52308E+15,-5,-9,-3,0,74,-6,1,-3,49
1.52308E+15,-1,-2,-15,11,4,-26,-10,-1,-40
1.52308E+15,-4,-5,-34,-14,-32,14,3,-3,-75
1.52308E+15,0,6,-2,-11,7,3,-2,0,1
1.52308E+15,5,8,56,-1,-16,14,0,0,66
1.52308E+15,-2,-4,7,-10,0,-6,-5,-3,-23
1.52308E+15,-3,-8,-24,11,12,-1,0,0,-13
1.52308E+15,-1,-4,-20,-1,-4,6,2,1,-21
1.52308E+15,1,-3,-3,11,0,7,3,2,18
1.52308E+15,2,11,61,-13,8,1,0,-1,69
1.52308E+15,-5,-3,9,-7,1,-2,-3,-3,-13
1.52308E+15,0,-2,5,4,-18,-14,-1,0,-26
1.52308E+15,-1,-3,-34,3,6,14,3,2,-10
1.52308E+15,-4,-7,-13,9,24,-10,-3,-4,-8
1.52308E+15,-1,4,-29,-11,-37,0,-5,-2,-81
1.52308E+15,-2,3,23,-16,3,0,-6,-5,0
1.52308E+15,2,-4,-3,0,11,2,4,6,18
1.52308E+15,2,-2,-22,2,0,13,5,0,-2
1.52308E+15,-4,-6,4,-3,-2,-7,-5,-2,-25
1.52308E+15,-2,-2,9,8,7,3,1,1,25
1.52308E+15,0,2,-2,-16,-39,-8,-3,-2,-68
1.52308E+15,2,7,10,-16,-23,-8,-3,0,-31
1.52308E+15,0,-5,-2,13,55,2,0,-1,62
1.52308E+15,-2,-7,-20,1,-17,14,3,0,-28
1.52308E+15,2,-2,-38,-2,-19,-3,4,-1,-59
1.52308E+15,-21,-11,-8,-4,11,-16,-5,-2,-56
1.52308E+15,4,-1,-5,-5,-8,-7,1,1,-20
1.52308E+15,-2,6,13,-5,4,2,-3,-2,13
1.52308E+15,-3,9,21,3,0,4,0,-6,28
1.52308E+15,3,0,-17,-3,-42,11,-1,-5,-54
1.52308E+15,1,-1,-3,8,3,-20,-3,0,-15
1.52308E+15,-5,-6,25,5,17,2,-2,-1,35
1.52308E+15,0,-10,-13,2,-9,0,1,1,-28
1.52308E+15,3,4,5,0,2,0,0,-1,13
1.52308E+15,-2,0,1,-6,-3,8,3,0,1
1.52308E+15,1,12,7,-2,-4,-6,-1,1,8
1.52308E+15,-7,-4,22,5,2,-4,-4,-2,8
1.52308E+15,-4,-19,-71,-14,9,3,-1,-3,-100
1.52308E+15,10,15,41,4,-42,6,7,3,44
1.52308E+15,2,13,9,4,61,-3,-3,-1,82
1.52308E+15,2,-3,-35,-9,-33,-15,-5,-1,-99
1.52308E+15,0,3,40,48,109,10,-2,-3,205
1.52308E+15,-8,-16,-44,-21,-50,1,-2,-2,-142
1.52308E+15,3,-1,30,18,1,-2,5,1,55
1.52308E+15,7,25,54,-24,-46,9,9,7,41
1.52308E+15,-13,-25,-47,-20,8,-11,-16,-12,-136
1.52308E+15,10,6,2,6,0,-1,-7,-2,14
1.52308E+15,-24,-6,-7,-1,-12,18,22,3,-7
1.52308E+15,-6,-15,-2,-4,20,-9,-3,-11,-30
1.52308E+15,2,6,-14,23,-13,-2,2,5,9
1.52308E+15,2,8,14,-4,7,-1,0,-1,25
1.52308E+15,5,-9,20,-10,-12,-14,-9,0,-29
1.52308E+15,6,0,-30,-24,12,0,0,3,-33
1.52308E+15,-3,1,15,-4,-25,22,12,4,22
1.52308E+15,-14,-15,-59,-8,21,-12,-10,-12,-109
1.52308E+15,14,16,8,-12,-5,-10,-5,2,8
1.52308E+15,-3,2,-33,17,4,-6,0,-1,-20
1.52308E+15,12,8,33,20,23,-5,17,11,119
1.52308E+15,-9,-12,-9,-15,-29,-12,-12,-2,-100
1.52308E+15,2,-7,-45,-19,-18,-8,2,-6,-99
1.52308E+15,1,1,-6,-14,34,27,-5,-5,33
1.52308E+15,3,12,12,-1,-42,-7,0,-1,-24
1.52308E+15,-4,3,14,4,3,-7,-2,0,11
1.52308E+15,-8,-21,-55,-22,5,-15,-10,-6,-132
1.52308E+15,4,6,35,60,19,7,-5,2,128
1.52308E+15,8,4,3,-24,-32,-25,-10,-1,-77
1.52308E+15,-20,-4,4,9,30,7,24,0,50
1.52308E+15,4,-5,1,-16,-35,53,-11,-2,-11
1.52308E+15,-1,0,1,-2,-10,-5,9,5,-3
1.52308E+15,-4,-4,-17,6,30,5,10,0,26
1.52308E+15,7,5,19,-1,-7,-26,-19,-5,-27
1.52308E+15,-1,-1,-7,7,25,-14,-9,-3,-3
1.52308E+15,9,-4,21,2,-7,-9,-1,-2,9
1.52308E+15,-25,-8,-11,-1,-11,19,4,-7,-40
1.52308E+15,6,2,3,-4,-9,0,1,5,4
1.52308E+15,4,-2,-8,8,3,-1,3,-4,3
1.52308E+15,-28,-9,-13,0,9,-7,-9,-9,-66
1.52308E+15,5,-1,0,4,-17,-12,-7,0,-28
1.52308E+15,9,10,24,26,10,20,9,5,113
1.52308E+15,2,-4,5,-20,-16,-16,-11,-6,-66
1.52308E+15,-6,-5,-11,-2,9,-63,-14,-4,-96
1.52308E+15,5,1,0,-8,7,99,13,9,126
1.52308E+15,-10,-5,-13,-14,6,-15,-4,-4,-59
1.52308E+15,1,2,-1,10,-20,-16,-5,4,-25
1.52308E+15,7,2,-5,-8,-35,-14,-3,3,-53
1.52308E+15,8,-5,5,-8,-1,-26,-16,-9,-52
1.52308E+15,-10,-1,13,21,27,27,9,0,86
1.52308E+15,-10,-2,-9,3,-5,-3,6,-1,-21
1.52308E+15,23,2,3,-10,3,13,-2,3,35
1.52308E+15,-20,5,-4,-6,3,-13,-6,-2,-43
1.52308E+15,9,-4,0,-5,-7,2,-3,-3,-11
1.52308E+15,8,-6,-9,41,16,-6,6,7,57
1.52308E+15,50,-8,-24,21,5,32,24,16,116
1.52308E+15,-48,2,73,-109,-13,-22,-1,-7,-125
1.52308E+15,-19,-26,-3,58,-7,-15,-11,-10,-33
1.52308E+15,25,-13,16,115,17,13,-1,-12,160
1.52308E+15,-107,30,19,35,1,6,-10,-78,-104
1.52308E+15,60,-37,-17,5,-12,-16,-2,6,-13
1.52308E+15,-34,54,4,-77,4,11,15,41,18
1.52308E+15,41,4,-18,-75,22,5,5,53,37
1.52308E+15,-20,-49,-20,-14,7,9,7,10,-70
1.52308E+15,-8,-20,-7,6,2,-10,2,-26,-61
1.52308E+15,76,78,63,120,-4,-6,-15,-39,273
1.52308E+15,-118,-31,-16,41,1,13,3,-56,-163
1.52308E+15,31,-11,-30,98,-6,-5,-1,8,84
1.52308E+15,21,2,-27,12,-3,4,-3,-5,1
1.52308E+15,-52,-27,43,-97,2,-4,9,27,-99
1.52308E+15,33,40,-14,-124,5,2,-15,-9,-82
1.52308E+15,36,-45,-1,-119,-4,2,-1,38,-94
1.52308E+15,-64,-26,-32,58,-10,-10,0,-28,-112
1.52308E+15,2,34,22,51,2,6,-1,15,131
1.52308E+15,21,8,0,-83,7,-2,0,4,-45
1.52308E+15,41,-11,-33,13,-2,5,3,-21,-5
1.52308E+15,-45,-13,6,-60,-5,-2,2,-4,-121
1.52308E+15,51,-7,13,60,7,0,-12,-27,85
1.52308E+15,-24,-28,-6,38,-7,0,9,8,-10
1.52308E+15,1,-24,-13,31,-4,1,-8,-45,-61
1.52308E+15,-79,95,76,-102,4,-34,-4,104,60
1.52308E+15,92,-35,-98,8,2,-5,-10,-27,-73
1.52308E+15,-27,26,72,51,-1,24,31,0,176
1.52308E+15,-5,-24,-62,9,8,-22,-44,-15,-155
1.52308E+15,-44,7,33,70,1,18,20,5,110
1.52308E+15,-35,-46,-56,-108,-15,-86,-36,-29,-411
1.52308E+15,15,27,-20,-38,-14,52,18,113,153
1.52308E+15,-12,9,0,31,7,-23,4,-10,6
1.52308E+15,23,3,-57,0,21,-34,-15,-62,-121
1.52308E+15,-35,-6,32,41,55,-42,-26,-21,-2
1.52308E+15,73,-13,-9,48,-16,69,57,50,259
1.52308E+15,62,26,-31,-103,-69,113,50,-29,19
1.52308E+15,75,22,-3,84,-26,-64,-42,-23,23
1.52308E+15,77,22,5,-54,11,99,-17,-10,133
1.52308E+15,21,-52,-51,-25,-69,-128,-60,-128,-492
1.52308E+15,-128,-1,-27,-76,-27,127,23,-20,-129
1.52308E+15,127,71,60,-24,25,-41,48,-7,259
1.52308E+15,-80,-25,61,-8,-30,-30,0,-14,-126
1.52308E+15,-28,16,41,41,56,-41,-78,-65,-58
1.52308E+15,-64,-48,-83,30,44,-74,-30,-23,-248
1.52308E+15,-57,-102,-95,96,-25,-14,-17,66,-148
1.52308E+15,-43,108,84,-58,-100,72,20,-43,40
1.52308E+15,-63,60,-10,-107,51,-76,6,101,-38
1.52308E+15,-47,-21,-11,25,32,-128,-86,-32,-268
1.52308E+15,14,50,68,-25,15,126,14,5,267
1.52308E+15,19,-22,-74,14,18,-117,36,42,-84
1.52308E+15,-23,-34,-13,59,0,-98,-28,-38,-175
1.52308E+15,-21,23,-15,8,-9,-10,8,42,26
1.52308E+15,-43,-59,-58,44,-97,-69,-50,-64,-396
1.52308E+15,-81,-54,8,28,47,86,49,91,174
1.52308E+15,45,83,19,-54,-70,51,-5,-35,34
1.52308E+15,9,52,104,-14,53,-4,6,35,241
1.52308E+15,-24,-36,3,6,23,53,1,-39,-13
1.52308E+15,-3,-34,-62,32,-29,-1,19,13,-65
1.52308E+15,-96,-99,-69,47,-9,-60,-10,-42,-338
1.52308E+15,54,20,47,94,-18,73,3,93,366
1.52308E+15,122,127,59,-128,-28,93,37,25,307
1.52308E+15,-14,-13,-50,5,94,22,7,-19,32
1.52308E+15,-33,-39,-44,1,-55,-20,-1,-13,-204
1.52308E+15,-3,-41,-12,23,-11,-32,-2,-27,-105
1.52308E+15,9,-43,-64,69,-1,-80,-36,-38,-184
1.52308E+15,-57,35,44,-74,59,-34,-25,-51,-103
1.52308E+15,19,14,-4,-30,-16,127,60,-21,149
1.52308E+15,10,11,50,53,13,-43,3,-5,92
1.52308E+15,-10,-44,-56,-68,-3,-18,-2,37,-164
1.52308E+15,-54,-89,-35,119,7,-128,-91,-28,-299
1.52308E+15,-63,62,116,-79,-17,100,73,-14,178
1.52308E+15,-77,50,20,-124,35,-103,-12,20,-191
1.52308E+15,-113,-45,-44,-49,21,-114,-24,-16,-384
1.52308E+15,19,5,-54,26,-30,-29,11,38,-14
1.52308E+15,-57,-47,-4,100,-4,-79,-57,-34,-182
1.52308E+15,37,-7,17,-19,51,-58,-59,-18,-56
1.52308E+15,-44,56,12,70,77,61,93,48,373
1.52308E+15,90,45,60,27,17,-88,22,5,178
1.52308E+15,-46,-50,-76,-12,63,-76,-11,24,-184
1.52308E+15,122,28,-40,-89,-21,-128,-65,-3,-196
1.52308E+15,-32,-9,-35,79,-85,30,43,-1,-10
1.52308E+15,106,-7,31,-85,16,-38,-39,-38,-54
1.52308E+15,127,32,26,-28,-6,-87,48,40,152
1.52308E+15,-97,-4,6,7,-28,-38,9,-1,-146
1.52308E+15,-36,-41,-3,16,34,-46,-56,-48,-180
1.52308E+15,-14,9,-29,-120,-47,-39,-11,25,-226
1.52308E+15,11,-6,15,99,-32,12,-33,-13,53
1.52308E+15,-67,-57,-56,67,-7,24,41,18,-37
1.52308E+15,0,6,35,54,60,9,10,19,193
1.52308E+15,-55,50,60,19,28,52,26,25,205
1.52308E+15,67,31,-24,-27,23,-110,-81,68,-53
1.52308E+15,86,-6,-1,41,-31,27,18,4,138
1.52308E+15,30,-11,-23,-31,-12,-33,-34,36,-78
1.52308E+15,25,7,-72,-80,1,-24,-8,-2,-153
1.52308E+15,120,55,75,-16,54,40,44,6,378
1.52308E+15,2,3,12,-6,-43,-65,45,-22,-74
1.52308E+15,2,-25,-2,-45,-72,-128,-54,-33,-357
1.52308E+15,-14,-65,-72,5,-11,-123,-85,-52,-417
1.52308E+15,-23,23,-49,37,-28,95,71,45,171
1.52308E+15,-19,41,127,-14,5,-69,4,-8,67
1.52308E+15,95,-26,38,-37,36,-128,-24,30,-16
1.52308E+15,-66,-5,-35,42,-88,-40,-52,-51,-295
1.52308E+15,-62,-94,-119,2,81,-69,-48,-6,-315
1.52308E+15,-15,62,96,1,-30,50,2,-15,151
1.52308E+15,53,47,-29,-14,-87,-75,-38,-12,-155
1.52308E+15,-65,-47,-32,30,68,-67,-2,-4,-119
1.52308E+15,-9,-12,0,-15,0,-25,23,-7,-45
1.52308E+15,9,-47,-93,-14,34,-109,-60,4,-276
1.52308E+15,-128,-86,-36,5,127,-102,-58,-57,-335
1.52308E+15,127,117,96,7,-82,102,120,29,516
1.52308E+15,40,26,57,-14,104,-13,4,-18,186
1.52308E+15,-21,-13,12,-2,63,-61,-56,-20,-98
1.52308E+15,-23,-17,-70,-3,-44,-72,-13,-21,-263
1.52308E+15,-56,-69,-65,-4,-48,-128,-63,-4,-437
1.52308E+15,-12,37,39,20,-128,56,30,7,49
1.52308E+15,-44,8,9,-15,33,-9,65,15,62
1.52308E+15,-6,26,36,-12,-19,-28,-20,10,-13
1.52308E+15,-22,19,39,7,-69,24,12,15,25
1.52308E+15,-29,-16,-12,1,34,-37,-34,-16,-109
1.52308E+15,12,-11,-21,-1,-1,75,16,-1,68
1.52308E+15,2,1,3,-7,-19,85,21,3,89
1.52308E+15,-7,18,31,7,2,76,24,23,174
1.52308E+15,-21,-5,14,0,13,-16,-37,-39,-91
1.52308E+15,29,-4,-23,-8,-20,38,20,25,57
1.52308E+15,10,20,18,4,70,51,29,19,221
1.52308E+15,7,-21,1,4,-40,35,1,-7,-20
1.52308E+15,-15,-30,-25,1,-46,-33,-12,0,-160
1.52308E+15,-5,9,20,-1,43,34,-4,-1,95
1.52308E+15,10,18,19,1,-37,27,9,-4,43
1.52308E+15,-24,-34,-37,4,109,-7,-12,-16,-17
1.52308E+15,-21,-9,-16,0,-43,-45,-25,-8,-167
1.52308E+15,-15,6,-5,2,-107,-13,-7,-11,-150
1.52308E+15,13,13,23,0,-26,20,2,-5,40
1.52308E+15,24,-15,3,3,82,43,62,62,264
1.52308E+15,-3,23,-2,-3,16,-28,-11,-1,-9
1.52308E+15,12,9,8,1,-20,-9,-11,0,-10
1.52308E+15,6,10,34,1,61,33,-26,-13,106
1.52308E+15,-9,-8,-8,-3,-2,-19,9,0,-40
1.52308E+15,-26,-21,-7,-2,-94,-27,-2,-16,-195
1.52308E+15,-3,-7,-23,-5,-34,-8,-35,-5,-120
1.52308E+15,6,5,-37,-13,39,-15,68,14,67
1.52308E+15,-2,5,-38,-19,-25,49,-28,-1,-59
1.52308E+15,-5,-5,-17,-46,55,27,-37,-24,-52
1.52308E+15,3,-1,-25,6,17,-3,48,25,70
1.52308E+15,-9,-24,-64,-11,-49,-2,70,4,-85
1.52308E+15,7,4,-18,-8,-28,-56,-14,14,-99
1.52308E+15,11,15,28,24,33,43,-5,1,150
1.52308E+15,-3,-9,17,10,20,-6,-48,-17,-36
1.52308E+15,3,4,46,5,31,40,-21,-7,101
1.52308E+15,-9,-6,74,34,-19,-21,-6,-17,30
1.52308E+15,-10,-13,77,42,-27,-43,-8,-2,16
1.52308E+15,7,6,98,-15,27,22,5,-4,146
1.52308E+15,11,13,20,-10,3,-5,-4,9,37
1.52308E+15,-8,-8,-46,43,-15,22,3,-18,-27
1.52308E+15,14,-3,-72,-21,4,-18,19,29,-48
1.52308E+15,-3,1,-108,8,13,3,20,-5,-71
1.52308E+15,9,10,0,-4,42,32,2,6,97
1.52308E+15,-1,-10,17,-33,-67,-11,-18,-1,-124
1.52308E+15,-18,-9,-1,8,-13,-14,-7,-15,-69
1.52308E+15,-4,-4,6,64,-24,-21,-12,-4,1
1.52308E+15,3,14,-1,12,-3,-2,-6,7,24
1.52308E+15,-5,3,-44,-43,57,-27,7,-9,-61
1.52308E+15,2,-7,-30,-18,-62,75,16,8,-16
1.52308E+15,8,0,2,-1,-5,26,7,7,44
1.52308E+15,3,-3,-5,-30,18,17,-11,-2,-13
1.52308E+15,-10,0,4,-16,2,5,16,-16,-15
1.52308E+15,-5,-7,8,15,16,-48,-11,-3,-35
1.52308E+15,-6,-1,-12,-15,6,-2,-16,-7,-53
1.52308E+15,3,-2,29,5,-10,16,5,5,51
1.52308E+15,9,7,15,24,7,-3,4,1,64
1.52308E+15,1,-3,-26,-24,20,-7,6,9,-24
1.52308E+15,-2,9,33,-16,13,22,10,-2,67
1.52308E+15,-13,-15,0,25,-42,-22,-39,-9,-115
1.52308E+15,0,-4,-2,16,-1,11,13,-1,32
1.52308E+15,9,7,14,29,7,-9,3,1,61
1.52308E+15,-14,-7,-4,-12,11,-10,14,-11,-33
1.52308E+15,2,2,-1,22,-21,-32,-12,-1,-41
1.52308E+15,0,-1,-2,4,-2,23,-9,4,17
1.52308E+15,-3,8,9,-21,24,16,2,-16,19
1.52308E+15,-1,-11,-16,-14,-16,-10,-5,-20,-93
1.52308E+15,-8,6,-1,2,0,-4,10,67,72
1.52308E+15,18,6,11,-9,-1,1,-4,-13,9
1.52308E+15,2,2,3,-14,10,-21,0,0,-18
1.52308E+15,-9,-10,-11,-12,-8,4,-2,24,-24
1.52308E+15,-8,-1,3,21,-21,-9,-8,-13,-36
1.52308E+15,5,9,50,27,8,6,15,17,137
1.52308E+15,4,8,7,0,9,-6,-26,0,-4
1.52308E+15,9,-6,0,22,-1,11,44,13,92
1.52308E+15,-3,-2,-6,-8,7,-4,4,-14,-26
1.52308E+15,-13,-5,-23,-3,-11,-6,-53,-10,-124
1.52308E+15,1,0,6,2,-1,-7,43,7,51
1.52308E+15,-4,-2,1,-9,3,5,-10,-5,-21
1.52308E+15,34,-1,-1,-1,-12,4,5,-45,-17
1.52308E+15,-45,-9,-13,-55,-6,2,13,-87,-200
1.52308E+15,-5,-3,-2,-5,-1,-3,-24,-29,-72
1.52308E+15,19,10,-10,-14,8,-8,1,69,75
1.52308E+15,-11,-8,6,-5,7,-4,-5,-15,-35
1.52308E+15,2,-2,-16,1,-9,-6,-19,-4,-53
1.52308E+15,-10,-17,1,17,-4,0,6,-21,-28
1.52308E+15,0,3,0,-21,0,5,17,-60,-56
1.52308E+15,6,4,-9,-24,1,-1,-11,54,20
1.52308E+15,8,2,4,12,11,2,11,25,75
1.52308E+15,-3,-2,-3,-15,-9,-23,-25,2,-78
1.52308E+15,-41,-13,-13,14,-10,-1,-9,-27,-100
1.52308E+15,19,-12,-13,32,-20,-12,-9,67,52
1.52308E+15,19,6,-28,-15,20,31,39,123,195
1.52308E+15,47,23,41,-29,16,3,7,11,119
1.52308E+15,-14,5,-2,-7,9,2,-12,-6,-25
1.52308E+15,-7,-14,-6,-13,-13,-11,-14,-60,-138
1.52308E+15,-20,-8,-15,-4,-13,-10,-4,-44,-118
1.52308E+15,-43,-12,-18,12,3,4,8,56,10
1.52308E+15,48,5,17,-16,-8,-7,-5,1,35
1.52308E+15,-30,4,-3,-25,4,-7,5,-22,-74
1.52308E+15,13,-3,-6,-28,14,24,8,7,29
1.52308E+15,2,-5,-3,28,-7,-6,-6,-19,-16
1.52308E+15,-7,-3,9,11,-10,-8,-8,1,-15
1.52308E+15,-12,-4,-14,-20,9,3,10,-2,-30
1.52308E+15,31,0,27,3,-7,-3,0,-21,30
1.52308E+15,-38,12,-23,-5,-2,-4,-8,-7,-75
1.52308E+15,2,-3,-1,-2,3,1,0,8,8
1.52308E+15,-2,5,-7,-3,2,0,-7,-13,-25
1.52308E+15,-46,-14,-28,61,-1,1,0,-28,-55
1.52308E+15,32,-18,28,-56,-5,4,3,-4,-16
1.52308E+15,52,33,3,-117,10,1,4,63,49
1.52308E+15,43,-28,14,79,7,0,0,-34,81
1.52308E+15,-106,-3,-8,-24,-2,-6,-11,0,-160
1.52308E+15,53,-6,-43,-2,-3,-7,-3,-32,-43
1.52308E+15,13,-47,-38,10,-5,-12,-15,39,-55
1.52308E+15,37,35,49,-29,-10,8,17,10,117
1.52308E+15,23,0,26,112,18,-9,-7,-4,159
1.52308E+15,-32,-7,-3,-35,-2,5,-1,-2,-77
1.52308E+15,-15,-6,-22,-68,11,17,30,-11,-64
1.52308E+15,7,-17,-4,84,-13,-27,-11,5,24
1.52308E+15,-7,-1,-3,-112,-29,0,1,27,-124
1.52308E+15,8,20,10,26,-13,-12,-14,17,42
1.52308E+15,-13,0,20,94,8,-87,-62,-25,-65
1.52308E+15,58,19,4,-16,1,109,94,-27,242
1.52308E+15,-47,-2,-36,-14,-1,-35,-21,-75,-231
1.52308E+15,25,-5,16,-105,0,1,6,-71,-133
1.52308E+15,11,19,8,107,-3,-17,19,-33,111
1.52308E+15,-88,15,1,-38,12,-56,-50,64,-140
1.52308E+15,65,6,26,-49,64,-89,-35,-12,-24
1.52308E+15,18,-2,-22,30,-36,97,88,23,196
1.52308E+15,-8,8,17,19,-18,-89,-5,-57,-133
1.52308E+15,-35,-13,-29,-24,-11,-50,-5,-33,-200
1.52308E+15,21,1,45,61,-17,-1,11,28,149
1.52308E+15,-55,-14,-22,24,30,-128,-66,-4,-235
1.52308E+15,3,2,2,-11,-16,127,32,17,156
1.52308E+15,8,-1,-19,-25,-34,-43,-10,22,-102
1.52308E+15,5,-5,-29,-16,-2,-20,22,8,-37
1.52308E+15,13,-1,7,24,11,-23,-17,-4,10
1.52308E+15,-17,-1,13,-10,-4,-3,-30,4,-48
1.52308E+15,-3,-6,-20,-47,22,-1,-3,-5,-63
1.52308E+15,16,-1,-20,-13,-18,36,-6,-7,-13
1.52308E+15,-12,5,2,15,8,33,31,13,95
1.52308E+15,-10,-7,-13,-6,13,-7,-36,-50,-116
1.52308E+15,-8,-1,37,4,0,6,-55,24,7
1.52308E+15,22,16,7,-7,-5,32,100,58,223
1.52308E+15,4,0,-10,0,10,6,-9,27,28
1.52308E+15,-2,-3,-35,-39,2,-22,-27,-12,-138
1.52308E+15,-10,0,-10,22,13,27,-35,-23,-16
1.52308E+15,47,0,4,10,-25,-26,-16,-47,-53
1.52308E+15,-39,1,13,8,14,-2,42,64,101
1.52308E+15,6,1,8,-17,-1,28,43,-7,61
1.52308E+15,5,-4,3,-2,-4,-41,-27,-21,-91
1.52308E+15,-33,-3,-17,-5,-10,48,-1,15,-6
1.52308E+15,-18,1,-23,4,1,-20,-27,-18,-100
1.52308E+15,17,4,7,-7,-7,-34,-15,18,-17
1.52308E+15,18,1,-4,-15,2,8,21,2,33
1.52308E+15,-10,-1,7,-3,7,-14,-37,-9,-60
1.52308E+15,12,-8,5,16,-9,-10,1,-16,-9
1.52308E+15,-18,-5,7,5,-19,40,54,37,101
1.52308E+15,-2,3,9,-7,1,-1,16,-6,13
1.52308E+15,7,-5,5,7,-1,-3,-8,0,2
1.52308E+15,5,-5,-19,-2,-8,-7,-26,-7,-69
1.52308E+15,6,13,34,17,11,-10,-9,9,71
1.52308E+15,-48,-1,-7,5,7,15,26,-1,-4
1.52308E+15,39,1,-4,11,7,-21,-12,13,34
1.52308E+15,-24,-6,-8,2,2,15,-12,-26,-57
1.52308E+15,7,5,9,7,-1,11,7,7,52
1.52308E+15,2,-6,-5,-7,-13,-29,14,-4,-48
1.52308E+15,-24,-11,-8,-4,-6,36,-7,1,-23
1.52308E+15,7,12,2,-3,-7,37,-11,26,63
1.52308E+15,-32,-9,-8,-12,-34,-30,3,-15,-137
1.52308E+15,20,1,9,-19,11,9,-8,-9,14
1.52308E+15,-3,4,-2,7,19,-32,-8,2,-13
1.52308E+15,-12,-4,11,6,1,-6,6,-5,-3
1.52308E+15,-9,-8,-16,0,12,-14,-18,-3,-56
1.52308E+15,8,4,-8,11,-1,-3,4,21,36
1.52308E+15,-3,-7,11,-12,-23,-2,-10,-18,-64
1.52308E+15,31,11,25,5,12,6,7,13,110
1.52308E+15,-27,-5,-18,-10,30,-10,-9,1,-48
1.52308E+15,5,-5,-10,1,-27,15,12,-3,-12
1.52308E+15,51,0,6,21,-13,-13,4,1,57
1.52308E+15,-29,6,6,16,25,-15,-14,-20,-25
1.52308E+15,-14,-11,-25,-50,13,-11,12,15,-71
1.52308E+15,22,8,4,14,-23,29,20,4,78
1.52308E+15,-18,-2,-4,-31,-7,-26,-17,0,-105
1.52308E+15,14,-13,-17,-26,-5,-75,-26,-13,-161
1.52308E+15,19,-2,11,28,-12,82,40,8,174
1.52308E+15,-27,-9,-4,-12,5,-47,-22,-25,-141
1.52308E+15,-21,3,-19,-21,-3,-14,-4,16,-63
