timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1523080542159294,-4,-11,-20,-16,-70,-6,-5,4
1523080542159294,-1,-1,11,3,77,3,3,0
1523080542174285,0,-1,8,8,49,9,0,-2
1523080542174285,-1,-1,-12,-39,-82,-17,-5,-2
1523080542182291,-2,-2,-9,55,6,-1,-2,-2
1523080542182291,-2,-2,-1,-4,-2,-1,1,2
1523080542197321,2,-3,-3,-12,-33,-6,1,2
1523080542197321,2,2,7,29,27,6,6,0
1523080542198303,0,3,24,-4,-9,-1,-2,-1
1523080542198303,-4,-7,-14,-34,-35,-6,-6,-2
1523080542211321,-2,2,4,20,-21,4,-2,0
1523080542211321,-1,1,-1,3,54,2,2,0
1523080542219326,4,5,7,8,-4,-7,0,4
1523080542219326,-2,-3,-14,-18,41,2,-5,-2
1523080542242343,-4,-6,21,52,50,1,-3,-5
1523080542242343,3,-1,-7,-18,-102,-4,1,2
1523080542243334,-4,5,1,-28,77,-1,0,-1
1523080542243334,0,7,4,54,35,2,-2,-1
1523080542257353,-2,-8,-6,-24,6,-1,0,0
1523080542257353,2,-1,6,11,-12,3,1,2
1523080542258354,2,-3,4,-1,34,8,4,1
1523080542258354,-2,-4,-15,-21,-17,-11,-5,-1
1523080542271354,-1,3,-9,1,-31,4,-2,2
1523080542271354,-1,-1,5,18,16,2,2,0
1523080542279362,3,3,-8,9,23,-3,3,-1
1523080542279362,-4,-4,1,51,37,0,-5,-2
1523080542294383,0,-2,-20,5,7,3,1,0
1523080542294383,-4,-3,-4,-4,-54,-5,-8,-2
1523080542302389,-1,-2,2,-3,-40,-2,-1,-2
1523080542302389,-2,1,-3,-15,66,0,0,1
1523080542317400,1,3,-1,-29,-67,-9,0,0
1523080542317400,-3,-5,-3,-34,11,-11,-4,-4
1523080542318400,1,0,-10,-17,-27,0,1,0
1523080542318400,-1,-4,8,23,-4,9,2,-2
1523080542331406,0,-8,0,-43,-25,1,-2,-2
1523080542331406,-2,19,15,-3,14,2,-2,1
1523080542339427,-2,-8,-14,9,31,-1,-2,0
1523080542339427,2,3,1,-54,-40,-14,-1,-2
1523080542354412,2,5,-10,29,68,4,2,1
1523080542354412,0,-12,-19,-14,-26,9,0,-2
1523080542362421,2,-1,-3,-17,17,-3,-1,1
1523080542362421,-3,9,28,58,55,7,1,-3
1523080542385454,4,-1,-24,-53,-92,-15,-4,1
1523080542385454,-4,-2,2,-38,35,3,-2,-1
1523080542386449,-3,-3,-7,39,-10,-7,-3,-1
1523080542386449,3,-1,-2,-36,-36,1,0,-1
1523080542399512,-2,6,5,37,47,5,1,-3
1523080542399512,5,5,2,10,40,1,0,0
1523080542400446,-3,1,-2,69,-54,-4,-5,-2
1523080542400446,0,-8,-10,-4,46,6,2,2
1523080542413464,3,6,9,-6,-76,6,5,3
1523080542413464,-5,-10,-29,10,52,-6,-6,-6
1523080542422472,1,-1,13,35,27,10,3,0
1523080542422472,-4,-3,-7,-35,1,-14,-2,2
1523080542437476,-2,2,10,60,78,5,-1,-2
1523080542437476,-1,-4,3,-10,-23,0,1,-1
1523080542437476,3,4,1,19,61,16,6,0
1523080542437476,-4,-7,-33,-69,-93,-42,-16,-7
1523080542451495,-7,-10,10,-10,54,-3,-5,-3
1523080542451495,-2,-3,-4,-3,-6,-4,-4,2
1523080542458535,-1,-1,-5,-49,9,-13,-6,-1
1523080542458535,1,3,20,2,-17,26,6,1
1523080542473546,1,0,5,43,38,0,5,3
1523080542473546,-1,-6,24,-20,10,-15,-8,-2
1523080542490554,-3,3,-23,11,-128,-7,-3,1
1523080542490554,6,10,19,-69,97,39,11,1
1523080542505594,-8,-10,-16,36,-54,-56,-22,-6
1523080542505594,0,1,13,-19,10,-8,7,3
1523080542506588,2,4,17,23,25,3,1,-1
1523080542506588,-4,-9,-20,-4,-76,2,-1,0
1523080542519603,3,-2,6,-28,-65,2,3,-3
1523080542519603,7,32,5,39,42,17,4,-1
1523080542520610,-13,-16,5,-25,-24,-13,-7,-7
1523080542520610,2,9,14,26,37,9,8,1
1523080542543611,2,-14,-35,-35,-17,-16,0,3
1523080542543611,2,12,7,39,-15,-2,-5,-2
1523080542544622,7,11,3,9,81,37,13,1
1523080542544622,-8,-14,21,1,26,-18,-13,-5
1523080542557620,1,17,-3,-11,5,19,5,-4
1523080542557620,-2,-10,-20,0,79,9,5,2
1523080542557620,4,3,2,-24,36,4,4,0
1523080542557620,2,2,13,54,60,-1,3,1
1523080542571630,2,2,6,74,25,43,4,0
1523080542571630,-6,-15,-18,-18,-75,-59,-14,-2
1523080542578677,-8,-12,19,-99,-119,-22,-17,-7
1523080542578677,8,10,-51,52,-10,10,12,5
1523080542593687,-2,-1,8,44,60,28,10,4
1523080542593687,0,-4,10,33,-47,5,2,-2
1523080542601693,-1,7,6,-26,-31,-19,-4,-3
1523080542601693,-3,-5,-6,-37,-118,-8,-9,-1
1523080542625727,2,0,16,4,76,7,0,-1
1523080542625727,-5,-12,-9,-24,-40,-3,-1,-4
1523080542625727,-2,-3,-8,46,40,9,3,2
1523080542625727,4,15,-13,-62,-91,-34,-7,1
1523080542631714,2,-2,24,43,76,17,5,-2
1523080542631714,-5,-16,-20,-82,-89,-19,-10,-3
1523080542638709,1,-1,7,96,53,50,9,4
1523080542638709,-2,-3,6,-15,8,-7,-3,-3
1523080542653735,-8,2,51,-43,-1,-36,-17,-8
1523080542653735,2,5,-8,-9,9,10,6,2
1523080542661736,-2,-2,-3,-5,73,10,3,-2
1523080542661736,-2,-3,15,50,-81,-8,-3,0
1523080542676750,-8,-2,2,-88,-13,-20,-13,-7
1523080542676750,8,3,-17,127,127,42,15,3
1523080542700768,9,-15,-25,-44,-128,-47,-8,8
1523080542700768,-14,51,1,-13,54,10,12,-6
1523080542702768,-2,-26,-42,-37,-54,-9,-9,-2
1523080542702768,-2,14,15,38,93,6,-2,-3
1523080542706768,8,-5,19,67,-13,10,2,4
1523080542706768,-1,-16,-70,-99,-7,-16,-8,-1
1523080542713773,-3,0,-8,67,-69,0,4,3
1523080542713773,5,-12,6,12,70,18,6,0
1523080542729774,-1,70,-3,-128,-96,-6,-4,1
1523080542729774,-9,-72,48,-10,60,-21,-14,-6
1523080542736782,10,25,-38,16,-68,-3,2,4
1523080542736782,-14,-32,-16,-51,-107,0,0,3
1523080542744799,-4,1,-9,13,80,-2,0,-5
1523080542744799,3,-9,21,12,-72,0,2,0
1523080542783826,9,10,-15,-26,42,4,4,1
1523080542783826,2,11,21,9,-57,2,-3,2
1523080542784813,-1,-12,-5,-69,26,-10,1,-2
1523080542784813,12,8,-69,-33,-49,-1,1,13
1523080542786815,-16,2,-7,-46,52,-8,6,-12
1523080542786815,-7,-56,24,55,-111,-11,-13,-3
1523080542797833,17,50,-48,-75,68,-9,2,-35
1523080542797833,-31,-85,19,91,-13,7,-5,-6
1523080542799834,-2,-20,28,-4,28,14,6,61
1523080542799834,1,40,7,5,71,27,8,-19
1523080542804829,-2,-100,20,71,1,-5,-9,5
1523080542804829,29,116,82,-51,-71,-45,-20,-4
1523080542819848,36,115,-14,77,-69,29,20,-30
1523080542819848,-74,-24,11,-30,40,4,-4,-83
1523080542820840,-83,-89,-9,127,-39,-12,-12,-97
1523080542820840,-22,45,-16,47,82,25,14,69
1523080542833858,59,-117,114,-128,23,-41,-11,93
1523080542833858,71,115,13,-85,52,25,19,-33
1523080542841864,47,5,-25,-80,50,14,12,-86
1523080542841864,-49,61,-5,117,-3,12,0,-128
1523080542856875,2,-38,-18,6,-10,-17,-25,66
1523080542856875,-84,-16,-51,52,-36,-8,7,24
1523080542864870,-55,-30,1,4,-32,-13,-17,-70
1523080542864870,-62,20,35,94,66,8,-1,100
1523080542879881,79,23,-19,-71,44,25,33,-21
1523080542879881,9,-33,39,-12,-79,-39,-23,-92
1523080542880882,6,55,-5,-98,1,-8,5,36
1523080542880882,19,-42,32,-112,127,-37,-19,-125
1523080542893904,-34,127,93,45,-115,65,-26,57
1523080542893904,42,-80,-125,-128,-30,-107,17,127
1523080542901910,-20,127,63,-56,88,103,13,-45
1523080542901910,126,59,19,90,56,40,30,127
1523080542925917,-120,-41,-96,-128,35,-73,-18,23
1523080542925917,-65,112,127,-5,-102,-11,-3,-104
1523080542925917,-53,80,77,127,-128,-95,-13,1
1523080542925917,-29,118,4,-94,-119,127,22,8
1523080542939933,-5,-20,-98,-64,-53,-52,-5,53
1523080542939933,28,107,-128,-110,82,49,-10,127
1523080542939933,25,-128,-128,-121,-54,-76,14,127
1523080542939933,19,-58,69,-70,-55,-85,-26,60
1523080542955945,-4,75,81,91,22,-106,-22,4
1523080542955945,1,92,-82,5,121,85,-55,33
1523080542969968,36,127,-80,-89,-69,-67,-8,47
1523080542969968,-3,77,-128,-70,55,57,-53,-66
1523080542976949,10,54,-127,31,-24,14,20,-83
1523080542976949,118,48,-15,60,110,26,98,44
1523080542984969,-66,5,-69,-42,13,21,-36,-53
1523080542984969,-15,-63,-77,-8,-62,-47,-11,-50
1523080542999979,11,-30,-48,-16,11,6,-91,-78
1523080542999979,-15,-8,14,37,-1,5,73,-93
1523080542999979,127,-50,29,60,26,64,-63,109
1523080542999979,22,-52,9,-52,18,-29,21,3
1523080543013990,-57,-31,-32,-103,-70,-19,-117,-87
1523080543013990,-6,-73,21,67,-91,-19,-38,-36
1523080543021997,-41,-52,13,-15,48,28,-4,-63
1523080543021997,-23,-27,9,29,7,-32,2,-10
1523080543036006,13,6,3,52,3,27,57,20
1523080543036006,-10,-44,-2,-20,-46,-9,-3,4
1523080543045012,-6,-5,24,35,21,21,44,12
1523080543045012,3,8,-16,1,18,5,-11,14
1523080543060022,13,-13,-1,20,-4,31,61,-21
1523080543060022,-23,-15,17,-13,-9,-4,-20,-4
1523080543060022,7,12,15,22,29,-10,-12,-2
1523080543060022,12,-7,-3,33,14,10,21,8
1523080543076023,-17,-7,7,-15,1,-5,8,-29
1523080543076023,-7,-2,14,-13,9,-13,-32,9
1523080543082034,18,7,2,15,-36,20,11,21
1523080543082034,4,-12,-9,6,34,-5,13,3
1523080543096035,-10,0,11,-6,-20,13,25,-4
1523080543096035,21,-2,-20,-15,-5,7,-19,23
1523080543105052,-11,-6,-2,-1,-10,5,-6,-3
1523080543105052,-5,-2,-5,-16,-57,-52,29,0
1523080543120053,-5,2,4,33,104,123,-26,-19
1523080543120053,9,-6,6,22,-8,44,51,30
1523080543120053,5,-3,-3,-20,6,-21,46,6
1523080543120053,-1,-2,3,-14,57,-9,-26,-10
1523080543134071,10,3,-12,34,-25,-48,5,4
1523080543134071,-9,-2,12,2,67,-38,-45,-16
1523080543142077,-4,-6,-11,-3,36,-33,-27,-11
1523080543142077,-4,-3,3,-5,-22,32,8,3
1523080543156087,15,0,-1,-21,0,8,44,7
1523080543156087,-12,-6,28,-2,-10,16,-28,-6
1523080543165119,-15,0,-42,27,36,3,12,-23
1523080543165119,46,-5,-15,6,-12,2,-18,36
1523080543180095,-32,14,31,0,5,-23,-8,-31
1523080543180095,13,3,16,-22,-42,-18,-29,5
1523080543180095,-21,7,25,11,4,-1,23,0
1523080543180095,8,-15,-31,-9,-8,16,3,-8
1523080543194114,-3,-20,5,19,5,10,10,-13
1523080543194114,4,-2,-72,-38,24,-27,-13,-11
1523080543202120,48,14,19,3,-43,6,-89,-8
1523080543202120,-69,-10,48,11,-23,12,32,29
1523080543216129,38,23,40,-9,-8,-10,105,71
1523080543216129,0,-10,-12,-52,21,27,-6,-16
1523080543232141,0,-19,-18,-42,29,-12,-24,-1
1523080543232141,13,6,-35,23,-32,3,-58,-37
1523080543239146,-1,-3,-16,98,-38,7,-88,-25
1523080543239146,-20,-6,25,19,74,-34,47,14
1523080543240143,18,13,4,-1,-41,22,40,14
1523080543240143,-4,-7,16,1,12,-19,-3,-2
1523080543254147,-8,-12,-25,-39,19,3,6,-9
1523080543254147,-1,-5,3,20,-49,17,-10,-4
1523080543262162,-6,-7,-62,-17,-91,24,-1,-1
1523080543262162,2,19,90,14,117,-86,-8,-2
1523080543276172,-11,-14,-22,-11,-11,10,0,-2
1523080543276172,2,17,30,48,-32,3,-15,-9
1523080543284178,-5,-10,-39,25,9,10,12,14
1523080543284178,-1,37,3,-37,-48,14,7,-12
1523080543299188,6,-71,-56,-52,17,-3,-10,-7
1523080543299188,-5,21,66,-21,-12,-28,-17,6
1523080543300179,-7,0,7,-39,23,-13,9,0
1523080543300179,7,1,-39,7,-7,39,13,1
1523080543314199,32,7,20,15,24,-39,-21,-2
1523080543314199,-58,-23,-57,32,-26,46,16,0
1523080543322205,27,26,89,17,14,-6,26,6
1523080543322205,-2,-23,-16,124,51,11,-21,-11
1523080543336218,1,17,10,6,-14,-52,-16,-3
1523080543336218,14,-14,-14,-86,-73,-44,-27,-6
1523080543352230,-4,-5,3,-27,50,77,18,12
1523080543352230,31,-17,-33,-84,-15,-61,-7,11
1523080543359235,-17,19,-31,13,-14,66,22,-6
1523080543359235,13,22,80,29,10,-22,-24,-9
1523080543360223,-9,-9,20,11,-14,-86,-16,-8
1523080543360223,5,-9,-24,-37,0,18,3,2
1523080543374252,4,3,-33,15,12,4,-7,0
1523080543374252,-15,-16,-39,1,-27,18,6,-5
1523080543382252,4,13,69,-21,41,-16,-33,1
1523080543382252,-3,-4,11,5,-2,64,60,5
1523080543396261,-2,-1,6,-8,5,-18,-22,-7
1523080543396261,5,7,-9,30,1,2,8,7
1523080543405255,59,-5,-33,40,-8,-1,-1,4
1523080543405255,-116,0,1,-5,-32,-25,-43,-21
1523080543419277,41,16,31,-25,12,11,31,9
1523080543419277,6,-8,-26,-31,24,40,63,14
1523080543428272,8,-7,-31,-18,16,-8,-19,-1
1523080543428272,16,-1,15,21,-24,-7,-1,-1
1523080543434294,-28,1,1,-5,-19,-31,-25,-8
1523080543434294,19,4,50,21,16,26,-10,-1
1523080543443283,-14,-1,18,18,-1,18,29,1
1523080543443283,12,1,-11,-6,-17,12,-5,-3
1523080543456304,-24,-5,-18,27,33,-4,-6,-2
1523080543456304,13,0,-39,31,-6,-25,-8,-2
1523080543465297,-24,-7,-18,49,-10,23,1,-5
1523080543465297,3,1,-7,11,-13,-5,-8,-3
1523080543479320,10,13,43,4,-8,7,7,7
1523080543479320,-2,-5,-4,-31,20,-25,4,-3
1523080543488333,-23,-8,-1,-52,-14,-8,-11,-3
1523080543488333,12,-6,-2,-27,20,-1,0,1
1523080543494331,-3,8,15,-13,-11,-7,-7,-8
1523080543494331,-1,-6,-8,-10,5,-9,-8,2
1523080543510331,7,-7,-3,12,12,42,12,8
1523080543510331,-12,-2,-13,-12,-3,-13,-2,1
1523080543516485,7,3,15,-16,-13,-8,6,4
1523080543516485,-6,-3,-2,-11,-2,-9,-13,-6
1523080543525339,-2,3,-5,8,21,-21,-5,0
1523080543525339,10,-1,4,0,-16,6,3,4
1523080543539359,-16,-7,-18,-13,-12,5,-3,-3
1523080543539359,32,-5,12,1,1,7,11,12
1523080543548366,-50,-2,-8,-3,-3,-27,-4,-5
1523080543548366,19,3,-6,-21,9,11,-4,-2
1523080543554365,-6,0,-7,-44,8,-13,-10,-9
1523080543554365,-7,-12,-58,-9,10,-62,-25,-3
1523080543563382,16,-8,-35,7,-33,86,28,9
1523080543563382,7,20,81,-29,-44,-26,-7,3
1523080543576385,-10,2,14,-8,57,10,2,-1
1523080543576385,-6,-3,-10,0,-23,-12,-7,-2
1523080543585382,-12,4,-3,38,48,-8,-7,-5
1523080543585382,-9,-15,-20,-19,-11,-3,-3,-4
1523080543599419,11,3,-13,-4,-46,24,16,6
1523080543599419,-11,-5,16,-33,-19,21,-6,-8
1523080543608411,4,-23,2,-58,-59,-90,-13,0
1523080543608411,-3,8,11,6,-3,59,4,-5
1523080543614425,7,8,14,68,94,-34,-3,6
1523080543614425,-18,15,-56,-8,-50,15,3,1
1523080543623425,12,-6,43,15,-15,1,2,-1
1523080543623425,-8,-20,-105,-117,-30,-48,-19,-11
1523080543651439,18,37,91,55,76,113,58,5
1523080543651439,17,-3,16,-23,-7,-29,-15,0
1523080543660440,-5,3,-26,-45,-17,-6,12,-11
1523080543660440,-10,-34,-93,127,38,-75,-27,-5
1523080543667450,-7,-2,-11,-58,-73,84,-45,-36
1523080543667450,-34,21,51,-14,10,-30,8,8
1523080543669442,4,4,0,-10,39,-11,42,5
1523080543669442,23,-13,-28,-19,70,13,38,40
1523080543682471,-10,-51,-88,-72,-59,-47,11,19
1523080543682471,-48,-36,-59,-61,4,-56,-101,-41
1523080543684453,56,-29,-37,-11,-19,10,-33,9
1523080543684453,28,2,-56,24,-5,111,4,-85
1523080543696474,-23,44,98,-108,-8,13,68,50
1523080543696474,20,5,30,-1,-22,-54,-62,-69
1523080543705468,-9,1,5,63,71,-47,98,31
1523080543705468,-5,-35,-25,-59,11,-68,-84,-21
1523080543719480,18,-19,-49,81,-50,-6,-35,44
1523080543719480,32,9,53,91,33,66,-13,-53
1523080543728502,-49,72,124,62,30,34,16,-17
1523080543728502,48,52,81,115,-77,-9,111,68
1523080543742505,-29,2,25,91,103,-80,-23,-84
1523080543742505,32,-6,18,75,-52,-29,11,51
1523080543744496,-15,-38,-30,49,-24,-22,-90,-47
1523080543744496,-107,-7,54,90,-3,-43,-45,85
1523080543756512,104,47,18,-38,-3,-12,79,-68
1523080543756512,16,7,27,-36,61,-54,31,-18
1523080543765511,-4,0,-19,-17,26,49,22,-1
1523080543765511,36,7,38,5,23,-37,-38,-5
1523080543787525,-74,-54,-65,13,11,-92,-56,30
1523080543787525,9,20,-22,18,-25,127,56,50
1523080543789526,61,13,-45,-44,-52,-16,-19,-12
1523080543789526,53,-36,0,-19,12,-28,-19,-20
1523080543802550,-116,11,49,14,-19,78,-17,29
1523080543802550,83,58,85,-82,-58,-11,59,27
1523080543804537,-15,2,-38,-76,1,-125,-59,21
1523080543804537,-11,-10,-53,-65,47,107,25,-14
1523080543816559,60,-56,-109,-38,-28,-59,-19,2
1523080543816559,-122,0,28,-63,34,12,-16,2
1523080543825552,1,11,14,-78,15,46,-4,-2
1523080543825552,10,17,4,-46,3,-45,-12,-34
1523080543838576,29,1,-29,-11,-34,-15,1,16
1523080543838576,-4,-34,-73,47,21,1,9,3
1523080543847581,-87,-20,30,53,-22,-10,-21,-16
1523080543847581,30,44,-3,24,-4,4,13,6
1523080543862592,21,31,91,37,-32,-1,4,-17
1523080543862592,18,-12,-44,63,7,-6,7,-7
1523080543864581,-4,4,45,63,-15,15,2,1
1523080543864581,48,-41,-36,55,-40,-18,-3,-8
1523080543876590,3,28,29,-69,-38,0,-43,-6
1523080543876590,17,-8,-33,3,2,-48,3,14
1523080543885596,-2,-10,-10,35,10,-28,-13,-1
1523080543885596,-25,0,4,-31,-8,13,7,3
1523080543898606,3,-23,-46,22,-11,-26,-12,6
1523080543898606,-20,-7,11,-17,33,17,3,2
1523080543907620,25,2,14,-48,-16,19,9,4
1523080543907620,-35,-3,9,-41,21,-45,-24,-15
1523080543922622,-14,-11,-22,-6,3,58,16,-7
1523080543922622,-19,-14,-38,-31,-10,9,-4,-1
1523080543924639,8,-4,-5,30,29,-2,15,15
1523080543924639,-10,30,30,-1,22,0,2,-1
1523080543936643,18,2,29,-12,7,-33,4,-1
1523080543936643,-4,-11,-13,14,-17,17,2,6
1523080543945644,21,-8,-27,-5,-12,1,-5,-1
1523080543945644,-19,2,25,-20,-14,4,8,-3
1523080543958656,-3,-8,-32,-8,14,5,0,0
1523080543958656,38,-35,-22,40,2,-7,-1,3
1523080543967676,-64,5,-3,-3,-12,-105,-49,-29
1523080543967676,61,75,89,-48,57,91,68,24
1523080543982674,-9,-18,-18,11,-54,-78,-14,4
1523080543982674,7,4,3,-8,-18,-27,6,4
1523080543984675,-3,-17,-26,13,18,33,1,5
1523080543984675,-23,-12,-15,15,-5,21,-2,-2
1523080543996676,10,6,-8,9,21,10,-2,-5
1523080543996676,-12,2,28,-1,4,3,5,10
1523080544005682,5,-1,-24,-5,-11,17,1,0
1523080544005682,-11,-1,15,-9,-19,-7,-8,-6
1523080544018705,0,0,-15,-46,11,23,11,3
1523080544018705,-6,-7,-15,-6,-11,-23,-19,-27
1523080544027696,17,16,28,-20,-9,11,4,4
1523080544027696,-23,-13,-11,65,27,2,-2,-6
1523080544043727,-17,-14,-23,0,13,-3,-2,-4
1523080544043727,6,10,-6,-28,13,9,4,-2
1523080544044708,27,14,15,-7,-20,6,-1,-15
1523080544044708,-11,-15,-1,-10,-20,-6,4,5
1523080544065723,-5,-10,-10,26,15,7,-2,-6
1523080544065723,-14,-9,-20,27,0,-5,-3,2
1523080544066725,-19,14,12,-34,-11,4,2,19
1523080544066725,28,18,-6,-101,-15,-24,-18,-61
1523080544078732,-44,12,28,100,76,14,17,4
1523080544078732,26,3,0,-75,44,19,7,53
1523080544087738,-3,-31,-40,104,-32,-19,2,66
1523080544087738,-17,52,-16,-57,-39,-12,-14,-15
1523080544102766,8,-8,39,-88,-41,-12,-58,33
1523080544102766,19,13,37,-32,-7,-5,54,-108
1523080544104764,-73,-53,16,89,75,32,48,-68
1523080544104764,3,-30,-2,35,-28,0,-21,127
1523080544116772,-17,-35,-102,-105,-11,17,84,-13
1523080544116772,-78,76,16,-57,19,-40,-118,-12
1523080544125779,96,-35,10,-62,-20,14,1,44
1523080544125779,13,58,42,-47,-8,-18,83,8
1523080544138789,-15,-27,22,112,22,-43,-10,101
1523080544138789,7,-104,-61,127,-20,33,-28,-36
1523080544147791,-52,6,-24,-4,-7,-2,-93,-38
1523080544147791,-85,-40,-69,69,-7,2,35,-123
1523080544162806,88,71,-48,-42,-27,-13,1,39
1523080544162806,72,10,9,-49,12,5,44,70
1523080544164807,31,-20,21,-73,10,-20,-32,-1
1523080544164807,-18,1,42,4,15,-14,-57,-62
1523080544185808,-75,-6,49,-28,-27,34,46,-128
1523080544185808,-36,-45,26,11,0,13,0,-77
1523080544186809,7,37,-23,-46,3,10,15,-32
1523080544186809,-4,-15,9,-3,-20,-37,-24,14
1523080544198827,-5,-26,-27,7,-3,-16,-87,-56
1523080544198827,-11,23,-29,44,13,-67,-36,27
1523080544207825,53,5,19,-10,2,47,99,69
1523080544207825,-11,-6,-21,-56,-41,88,38,-25
1523080544222844,-36,-5,-10,-16,16,-25,72,100
1523080544222844,-21,5,-15,24,1,-71,-53,-88
1523080544224846,73,29,45,28,7,-83,-26,22
1523080544224846,22,-20,15,27,21,-18,-23,39
1523080544236850,28,3,13,0,-7,-9,1,-84
1523080544236850,-22,17,7,3,21,-15,26,-5
1523080544245861,-64,-36,-39,41,-15,-8,-57,-88
1523080544245861,-26,2,35,35,44,74,65,4
1523080544258870,74,11,-6,-33,-24,56,72,35
1523080544258870,-27,15,15,-52,-42,3,-60,-20
1523080544267867,5,6,-10,-4,-8,-18,88,-39
1523080544267867,-4,-28,-19,23,-2,-128,-115,32
1523080544282890,-21,3,18,75,58,-7,99,-3
1523080544282890,-3,-20,-17,-40,-74,70,-51,4
1523080544284888,0,38,4,-58,-90,10,-45,74
1523080544284888,2,-11,-1,-48,21,-69,18,-82
1523080544296897,-26,-21,26,92,5,-128,51,41
1523080544296897,45,-1,-15,42,70,-23,127,108
1523080544305895,-12,28,113,-8,45,54,-102,11
1523080544305895,21,-12,52,-61,-1,39,48,-8
1523080544318923,48,15,-18,-13,-30,-77,-128,-118
1523080544318923,-56,-26,-73,73,44,-80,21,59
1523080544327910,14,18,-61,-10,16,-11,-29,-94
1523080544327910,3,5,68,24,42,-18,12,-52
1523080544342933,-8,-16,4,-60,5,44,-128,-51
1523080544342933,9,-33,23,15,-83,54,108,6
1523080544344920,46,49,-77,-36,62,-6,65,-68
1523080544344920,12,11,-25,62,24,44,-88,-3
1523080544356950,-5,-19,54,87,-12,-3,-50,-95
1523080544356950,-8,4,73,127,2,-47,-71,-55
1523080544365949,-29,-20,124,60,-113,-18,10,2
1523080544365949,11,-34,-36,-84,-128,3,26,0
1523080544378959,-24,6,-80,-91,-120,2,10,89
1523080544378959,-7,88,-83,-128,-120,35,9,-4
1523080544396068,-18,29,-128,-117,-13,10,25,13
1523080544396068,-28,-90,-37,-43,100,-13,-19,-17
1523080544402982,22,-65,-90,-31,121,9,5,-8
1523080544402982,16,-35,-67,44,127,30,3,40
1523080544404977,-6,18,-5,74,120,18,10,-29
1523080544404977,-8,49,-128,84,-36,-12,-15,29
1523080544441003,-22,-16,-80,23,-95,34,22,7
1523080544441003,-53,35,38,-25,-128,-9,-9,40
1523080544443004,3,-3,61,14,-128,-67,-21,-19
1523080544443004,-17,-18,68,8,-106,-20,-2,2
1523080544443004,0,25,127,-4,-92,36,22,7
1523080544443004,11,-13,49,-12,-71,-9,-16,-31
1523080544448001,-53,-58,53,1,-23,-10,5,38
1523080544448001,27,14,-45,4,-38,-32,-6,38
1523080544463015,4,-1,-100,-10,15,-20,-7,-1
1523080544463015,8,-37,-59,-12,-49,-18,-18,-3
1523080544465022,-12,-39,-25,-21,60,-7,2,-32
1523080544465022,6,26,98,9,-8,48,19,-67
1523080544477030,10,51,127,-13,23,-35,0,-11
1523080544477030,22,27,127,-19,32,123,34,-35
1523080544485031,7,11,38,-28,39,-29,14,15
1523080544485031,14,10,-22,-25,-2,-42,0,15
1523080544499041,1,13,15,15,-2,-18,-2,21
1523080544499041,9,-1,3,28,32,-33,-17,-9
1523080544508036,-4,-4,-16,42,-40,-3,-16,-12
1523080544508036,-6,-18,-33,9,-7,-14,-18,8
1523080544523057,34,-18,-42,-33,30,49,51,-86
1523080544523057,36,31,-18,-128,75,-5,0,17
1523080544524059,3,12,5,-30,-10,0,1,-7
1523080544524059,-10,3,-19,-6,3,-20,-20,1
1523080544536072,-9,-8,-31,11,-19,8,-25,-11
1523080544536072,-52,-71,-87,-61,47,17,8,-66
1523080544545073,46,11,22,80,20,-12,16,97
1523080544545073,35,43,28,3,-7,-12,-7,-47
1523080544559084,-50,12,31,101,11,16,2,19
1523080544559084,-47,-92,-21,30,-36,-18,-94,-32
1523080544568095,61,-3,-14,66,-6,-1,50,7
1523080544568095,-62,-18,20,14,-14,-8,53,-35
1523080544582110,101,74,-29,-112,23,34,-2,14
1523080544582110,-85,52,85,-28,-15,-23,-22,-27
1523080544589104,90,-7,-97,-57,-26,-6,-95,12
1523080544589104,-104,-76,-74,5,7,-33,-94,-76
1523080544605115,29,-3,104,8,-1,9,107,74
1523080544605115,83,37,-40,57,9,7,-4,98
1523080544607123,-67,-110,-16,-23,8,58,86,-91
1523080544607123,-65,80,42,59,20,57,6,-59
1523080544619116,-99,49,46,-25,-36,-96,-122,-128
1523080544619116,95,0,-47,59,-13,17,106,100
1523080544628123,-1,51,93,-107,10,-24,43,-42
1523080544628123,52,10,-94,-6,31,-84,-23,-11
1523080544642133,-78,-60,26,59,-29,118,-13,-75
1523080544642133,-29,-20,-52,-13,-1,-42,-7,-128
1523080544649147,-84,-28,10,9,-16,-104,-104,-92
1523080544649147,11,-1,43,15,-8,32,44,95
1523080544665158,49,15,-28,-30,4,-75,-71,67
1523080544665158,-6,-6,-4,21,-1,-7,14,80
1523080544667160,-17,7,-31,16,13,-35,10,-46
1523080544667160,24,-5,14,-33,-64,94,61,-19
1523080544679172,-27,-25,-18,-4,38,-86,93,43
1523080544679172,8,1,12,-17,-3,-77,-46,-60
1523080544688165,-2,11,-19,-17,-16,-37,-8,86
1523080544688165,48,-7,0,44,16,-53,-52,39
1523080544702188,28,-1,-23,13,66,-94,-95,-31
1523080544702188,20,25,61,-34,-85,108,113,-41
1523080544709193,-72,-20,-41,-32,15,-124,-60,16
1523080544709193,109,12,23,28,-6,-53,-9,-43
1523080544725190,-18,-13,-42,-2,-19,-66,-8,-17
1523080544725190,-9,1,66,88,67,38,4,-35
1523080544727195,-34,1,29,-16,-31,-16,-15,23
