timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1523080534816946,6,10,-14,-68,-119,-6,1,6
1523080534816946,-32,-21,-5,22,-37,-18,-24,-105
1523080534817947,25,17,-22,13,6,-14,-1,86
1523080534817947,31,12,-6,-65,-71,8,25,6
1523080534832945,10,5,3,32,101,13,-3,-43
1523080534832945,22,13,-1,-17,-52,4,12,13
1523080534838958,-34,-24,0,13,-13,-22,-35,-91
1523080534838958,-18,2,14,23,35,56,20,-10
1523080534854969,-7,-8,-1,-13,7,-91,-21,33
1523080534854969,-9,-9,10,10,-34,19,19,4
1523080534869980,12,5,-20,-3,50,20,14,22
1523080534869980,-1,3,21,1,57,-9,-9,7
1523080534876985,-12,-11,-4,41,68,-48,-25,-19
1523080534876985,7,-6,-23,-26,3,55,17,27
1523080534892997,11,3,-12,-21,-47,-26,-9,8
1523080534892997,-14,7,24,12,15,-63,-33,-28
1523080534894026,4,4,13,-39,1,46,40,7
1523080534894026,9,2,-21,-62,-62,-64,-13,19
1523080534899001,-33,-15,5,18,41,37,18,-43
1523080534899001,-19,-30,-57,45,29,-20,-33,-110
1523080534914011,90,61,-22,25,-117,-12,5,103
1523080534914011,-12,0,70,-13,79,9,1,-60
1523080534921016,-12,3,13,-16,-34,-27,4,-42
1523080534921016,-37,13,-2,33,15,18,5,-49
1523080534937019,-23,-26,22,-16,-15,26,-1,-20
1523080534937019,1,2,-41,-3,-30,5,10,40
1523080534938020,-13,4,31,11,73,-100,-36,-11
1523080534938020,26,-4,-3,11,-54,114,91,46
1523080534953031,-16,-6,-24,-58,-70,-71,-39,-22
1523080534953031,12,11,1,20,44,-27,-5,8
1523080534959034,-4,-10,-2,-8,-27,-43,-17,-8
1523080534959034,12,6,8,5,24,31,23,37
1523080534974060,-4,-14,0,7,110,66,14,1
1523080534974060,-12,0,5,-1,-91,-14,-8,-17
1523080534990055,12,3,-15,-9,-28,-23,-6,20
1523080534990055,12,-8,-30,-6,-59,-31,-11,12
1523080534997070,-14,2,49,67,105,121,48,-10
1523080534997070,-7,-1,10,-18,-72,-45,-17,0
1523080534998071,15,-2,-19,-20,72,23,1,5
1523080534998071,-16,-3,8,-15,-37,-32,-28,-13
1523080535028111,-18,-16,-19,13,9,-13,-6,-21
1523080535028111,14,4,-25,6,127,39,8,17
1523080535028111,18,6,37,-3,-128,7,21,22
1523080535028111,-17,-11,-6,4,27,-28,-20,-19
1523080535034101,-15,-7,-7,27,-12,-8,-17,-17
1523080535034101,11,5,4,1,-61,11,5,5
1523080535050100,13,9,-16,-7,-30,-40,12,8
1523080535050100,-3,0,15,16,127,77,-1,-2
1523080535057113,6,-1,10,8,-66,-42,-9,-1
1523080535057113,-11,-11,-23,-15,-89,50,12,4
1523080535058105,-6,-2,-5,-7,104,0,-3,-5
1523080535058105,6,1,0,-9,-122,-51,-3,8
1523080535073115,-8,-12,-17,12,-7,-49,-15,-8
1523080535073115,2,6,11,13,104,0,0,2
1523080535079129,-1,-1,6,-21,-106,77,12,-5
1523080535079129,-2,-3,4,9,127,-38,-13,-1
1523080535103143,1,-1,-11,-22,-116,-10,-3,-1
1523080535103143,-1,-2,-12,-1,-38,-31,-8,-3
1523080535104147,2,-1,-2,6,-28,7,-1,0
1523080535104147,-3,9,2,-13,-11,43,1,1
1523080535124152,0,-5,-3,12,-96,-9,14,2
1523080535124152,3,15,21,20,51,-21,-14,-10
1523080535133157,14,-10,-17,-11,-101,57,38,20
1523080535133157,-15,-10,-4,-14,-80,-91,-30,-13
1523080535134159,3,-1,3,2,-42,65,9,8
1523080535134159,11,4,0,-30,75,-20,11,4
1523080535139178,-3,2,-1,-6,-14,-8,-14,-15
1523080535139178,-1,0,3,-3,-35,-21,1,0
1523080535154189,7,2,-4,-36,-17,-17,-4,3
1523080535154189,-10,-27,-2,21,-44,22,3,4
1523080535161197,7,12,0,32,70,-19,1,14
1523080535161197,-27,9,0,-36,-87,-51,-17,-24
1523080535176201,16,5,-8,-20,101,8,-5,-8
1523080535176201,-9,7,4,-9,13,25,-3,-10
1523080535184207,-15,-28,-2,26,-52,19,13,10
1523080535184207,19,-30,-21,-39,-20,-18,5,18
1523080535199218,5,29,-24,38,30,-16,-6,3
1523080535199218,5,1,0,-31,-128,-10,-7,0
1523080535200204,-2,13,64,41,31,31,-5,-10
1523080535200204,-7,-10,12,11,78,27,10,4
1523080535214228,-10,-15,2,-4,53,-7,3,-5
1523080535214228,7,7,-42,-18,1,-34,-18,2
1523080535221220,-5,-8,-14,-3,45,20,20,3
1523080535221220,13,7,9,-4,-13,15,19,6
1523080535236280,-9,-4,6,45,23,-21,-17,-10
1523080535236280,4,1,4,14,-29,12,11,11
1523080535244271,-6,0,-19,-53,7,-8,-17,-10
1523080535244271,7,1,-14,-19,-33,7,-3,5
1523080535259303,-5,-8,-7,-1,-120,-9,-1,-1
1523080535259303,-6,-3,17,-3,29,-8,1,1
1523080535260283,1,-15,-4,36,-44,-22,-24,-12
1523080535260283,0,-4,-19,10,98,21,10,7
1523080535274293,6,7,13,13,-5,16,-23,-1
1523080535274293,-5,-6,-16,-30,-19,-25,37,-2
1523080535281306,8,16,-2,-24,17,-2,-10,2
1523080535281306,-2,-4,8,16,-47,2,-4,-2
1523080535304314,7,-7,36,-34,-19,-40,-20,-17
1523080535304314,-19,7,-4,38,80,92,25,1
1523080535305315,-1,-1,-9,-23,-38,-22,1,-2
1523080535305315,2,3,-8,2,28,-2,-11,-3
1523080535319345,-11,-15,-29,-5,-85,-22,7,-3
1523080535319345,15,2,7,-21,10,1,11,12
1523080535320326,-10,-3,0,32,32,-11,-5,-5
1523080535320326,-5,1,2,-14,6,-6,-13,-8
1523080535333334,-1,4,0,-20,-38,-58,-30,-1
1523080535333334,3,-5,4,21,12,75,45,2
1523080535341342,-2,1,-21,-26,-48,-35,-13,-3
1523080535341342,4,8,18,6,20,-18,-8,-7
1523080535356350,-4,-5,5,-12,-27,-4,1,3
1523080535356350,8,-6,-2,14,-37,-22,-29,-4
1523080535372372,-9,-6,-14,-12,72,33,20,-7
1523080535372372,-6,7,16,39,-31,0,-9,-8
1523080535379377,-4,-9,2,9,127,56,25,3
1523080535379377,22,9,-6,-36,-67,-60,-39,-36
1523080535380368,5,24,4,-19,50,60,32,4
1523080535380368,-62,-22,16,57,32,4,-15,-42
1523080535394379,26,-39,-53,-10,15,8,13,-17
1523080535394379,-4,58,22,-19,-66,-37,-5,95
1523080535401393,-7,-12,24,-3,96,-15,-12,-17
1523080535401393,10,12,-2,-39,-128,2,12,9
1523080535416406,-33,-16,-24,56,74,36,0,-91
1523080535416406,34,-62,-22,-8,23,-10,-16,-1
1523080535423438,16,34,20,-20,-72,-29,-1,51
1523080535423438,3,13,5,-20,12,15,9,0
1523080535439450,-5,-2,-6,-64,-1,-33,4,10
1523080535439450,-32,-14,-4,63,26,-8,-19,-58
1523080535440440,-12,-20,-20,8,5,-3,-10,-10
1523080535440440,15,-9,4,3,85,-6,-1,8
1523080535453449,-5,24,34,16,37,28,4,11
1523080535453449,-16,-6,-30,-63,-76,-45,-12,-11
1523080535461465,4,-23,3,38,92,1,-10,-22
1523080535461465,18,3,-30,-44,-114,-2,15,37
1523080535476475,-40,17,23,6,28,7,-4,-15
1523080535476475,2,-22,2,10,42,10,-5,-64
1523080535483480,51,23,0,-4,10,-15,7,84
1523080535483480,-1,7,13,19,29,0,-14,-17
1523080535499492,21,-8,-31,-31,-79,21,30,41
1523080535499492,-25,7,0,8,35,-5,-7,-22
1523080535500493,-26,-23,-2,18,-58,-17,-13,-65
1523080535500493,12,-11,-10,16,54,5,0,8
1523080535513502,6,38,42,46,-26,5,-1,22
1523080535513502,-6,3,10,46,57,4,-3,-13
1523080535521507,1,-3,-23,14,-73,-3,3,6
1523080535521507,-3,-3,-31,-15,-63,-10,-3,7
1523080535536518,-1,-24,-59,16,18,6,3,-3
1523080535536518,23,12,49,-15,-28,-23,-1,17
1523080535543523,-21,12,53,-19,23,13,0,2
1523080535543523,-2,-17,-14,-24,6,29,10,-8
1523080535559538,3,4,-12,-33,36,-20,-5,-9
1523080535559538,-8,1,-19,35,-29,-16,-22,11
1523080535560539,5,-9,-33,8,-11,0,19,4
1523080535560539,3,6,19,-2,25,-8,0,-10
1523080535581542,10,18,37,17,4,-9,-3,20
1523080535581542,-4,1,-4,15,115,13,3,13
1523080535582541,-11,-13,-7,-6,-92,-22,-17,-25
1523080535582541,2,15,-20,31,-66,13,3,4
1523080535596552,4,-16,11,16,113,13,6,13
1523080535596552,-9,-12,-13,-58,-81,-3,-4,-1
1523080535603566,-4,1,1,-49,-107,-23,-7,-15
1523080535603566,-4,-9,-2,30,75,-7,-4,-2
1523080535619577,3,3,6,3,-6,7,2,4
1523080535619577,10,28,8,-9,13,17,15,8
1523080535620578,-21,-67,-23,-26,72,13,0,-7
1523080535620578,-2,3,4,-13,-42,-11,-5,-2
1523080535633587,3,-6,-6,12,-25,-6,0,10
1523080535633587,-11,-15,-10,11,37,-2,-2,-6
1523080535641592,15,24,6,6,-13,9,0,-5
1523080535641592,-13,7,13,36,22,-13,-9,-23
1523080535656702,7,0,13,1,-26,0,-3,6
1523080535656702,5,0,-6,-9,-21,6,15,12
1523080535663608,-1,7,-8,-11,4,-2,-7,1
1523080535663608,-1,-6,4,-74,-20,-4,-2,-8
1523080535679623,-3,-2,-14,-126,-38,-2,-4,-5
1523080535679623,3,3,-2,-102,27,0,8,10
1523080535680624,-6,-5,33,22,68,-5,-10,-14
1523080535680624,14,13,4,-15,-38,26,14,20
1523080535693634,-6,-16,-19,21,-38,5,-9,-5
1523080535693634,-5,4,11,67,51,-45,-25,-10
1523080535701635,7,-6,-27,59,14,41,37,9
1523080535701635,1,-1,-22,41,-57,-39,-9,-1
1523080535716650,-5,6,10,22,-5,12,1,1
1523080535716650,-10,-20,-23,-19,0,5,2,0
1523080535723661,-12,-10,11,-14,62,-41,-26,-45
1523080535723661,18,69,44,-37,-5,18,7,-55
1523080535740670,48,12,-4,30,-16,-18,4,91
1523080535740670,-9,-5,12,20,39,6,-2,-37
1523080535741655,0,-1,-27,7,-38,22,4,0
1523080535741655,-21,-34,-20,13,-4,-5,-1,-14
1523080535753676,-18,-6,12,-9,-3,-11,-9,-40
1523080535753676,8,8,-20,11,-27,5,4,16
1523080535761681,5,17,34,-12,-11,12,5,20
1523080535761681,0,-17,-8,-34,31,-7,-4,5
1523080535776693,0,11,11,-57,24,5,5,-8
1523080535776693,-3,-13,-9,48,-119,2,2,11
1523080535783698,-7,0,-37,-4,21,-26,-15,-19
1523080535783698,2,0,-1,44,42,11,7,23
1523080535799708,2,17,46,1,-32,2,7,-4
1523080535799708,-6,-3,1,8,52,15,0,-7
1523080535800710,4,9,-8,-5,16,-10,-6,7
1523080535800710,2,-15,-30,-8,7,14,3,13
1523080535813719,-4,-6,-16,-18,-14,2,5,-11
1523080535813719,-4,-17,-2,78,-34,-16,-8,-9
1523080535821724,9,20,16,-4,-15,0,2,9
1523080535821724,15,-1,36,5,34,6,4,20
1523080535836735,-56,-9,-2,-9,-13,-8,-2,-25
1523080535836735,27,16,-2,-67,-2,0,-10,2
1523080535843726,-13,-28,-23,29,11,-13,-11,-19
1523080535843726,7,-12,-29,11,5,11,10,10
1523080535860741,15,3,15,8,3,0,0,-5
1523080535860741,-13,0,10,1,2,-9,4,11
1523080535861741,-19,12,22,-34,-28,-1,-18,-5
1523080535861741,75,-3,4,7,0,2,7,21
1523080535873749,-108,-12,-26,1,0,-2,-4,-29
1523080535873749,59,13,3,-19,6,-3,-3,-8
1523080535881754,17,11,0,-27,-7,16,23,18
1523080535881754,-7,-1,3,23,-4,-18,3,0
1523080535896798,15,-9,-22,24,16,9,-18,-4
1523080535896798,-26,-1,20,-6,-31,3,-12,-11
1523080535903780,9,6,5,-1,20,5,4,2
1523080535903780,-16,-6,-13,-12,0,1,7,-5
1523080535919791,21,-10,-15,-12,-7,-8,5,6
1523080535919791,-11,9,9,-27,-15,-2,9,16
1523080535920790,5,-1,3,47,1,3,-5,-6
1523080535920790,-29,-4,-2,-31,12,-11,-15,-13
1523080535933800,11,0,-8,10,9,-16,1,-17
1523080535933800,8,-5,7,34,-16,40,7,6
1523080535941824,-21,6,-11,-10,-12,-23,10,14
1523080535941824,-76,-10,-1,-39,-10,-13,-38,-34
1523080535956870,49,13,11,-5,13,1,-8,-1
1523080535956870,-12,-10,-19,-9,-7,-10,6,10
1523080535963812,22,-2,-10,-26,-2,3,6,3
1523080535963812,-8,5,7,-19,-12,2,4,3
1523080535979836,-8,-12,6,46,3,-13,-8,-2
1523080535979836,47,4,-9,56,3,-9,-7,17
1523080535980856,-100,-18,7,-14,15,28,23,-6
1523080535980856,91,23,27,-32,-6,-13,-21,-13
1523080536001848,2,10,-10,-51,16,6,3,-5
1523080536001848,-6,-1,-1,-2,-1,-8,1,-9
1523080536002846,24,-12,-16,21,-35,-8,-12,9
1523080536002846,-24,-7,-3,11,13,-9,9,21
1523080536017865,-7,5,-8,22,2,18,5,-1
1523080536017865,-6,6,-1,-45,25,8,5,-2
1523080536023871,-6,5,28,-2,-24,5,-5,-5
1523080536023871,-5,-8,-7,0,5,-10,-4,-8
1523080536038879,15,2,-12,-72,-2,4,8,8
1523080536038879,-33,-16,23,42,109,3,-6,-14
1523080536046883,22,-4,-12,-71,-89,-14,-5,1
1523080536046883,12,12,-3,-35,8,3,4,-1
1523080536053887,0,8,-10,7,-67,-22,-7,-2
1523080536053887,-14,-7,-8,-26,-8,0,-2,-5
1523080536060890,10,2,4,-23,85,21,8,-2
1523080536060890,-10,-9,-6,28,-64,-21,-9,-16
1523080536075901,4,-12,5,13,-2,3,3,22
1523080536075901,-12,-5,2,-40,-26,-19,1,-23
1523080536083907,5,11,6,44,22,-10,-11,-34
1523080536083907,5,3,-1,-2,9,15,8,50
1523080536098917,0,-9,-5,3,21,7,9,4
1523080536098917,8,-4,0,21,-9,6,0,37
1523080536106933,1,1,-16,-31,-3,-2,-7,-11
1523080536106933,-22,-11,-5,59,8,5,3,-35
1523080536113928,-2,8,14,72,-10,-9,-11,-15
1523080536113928,1,-2,-9,18,-12,7,6,1
1523080536120923,1,4,11,-32,-25,2,-4,-3
1523080536120923,-3,2,-2,-21,6,-9,-4,7
1523080536135944,6,-1,5,-32,71,3,-3,1
1523080536135944,-6,4,-19,-16,-19,3,3,-5
1523080536143950,6,0,-10,25,-6,-10,-2,10
1523080536143950,2,0,4,-47,13,8,6,3
1523080536158951,-4,-1,3,59,-14,-3,-7,-5
1523080536158951,0,-8,-4,22,30,15,6,-10
1523080536166970,3,4,-3,-14,1,-6,0,12
1523080536166970,-4,3,3,-1,-2,2,-2,0
1523080536181980,-2,-5,-11,-32,-10,0,2,-1
1523080536181980,-3,5,12,0,-15,-16,-4,0
1523080536182981,4,-5,-2,-33,1,-2,-8,-3
1523080536182981,-6,-10,-11,46,-80,11,3,-8
1523080536195987,-6,12,1,8,96,-6,-4,-3
1523080536195987,-33,-7,-2,-17,-116,-24,-6,-60
1523080536203996,17,-7,-4,14,1,2,-4,-11
1523080536203996,25,8,-8,-48,3,6,12,44
1523080536219003,-1,-10,-4,-2,-19,6,-4,-31
1523080536219003,3,7,-1,65,18,6,2,3
1523080536227008,-22,-4,-1,-12,20,-8,-8,-37
1523080536227008,-6,-31,-14,27,7,3,0,-14
1523080536242019,7,13,25,-65,-2,3,4,24
1523080536242019,3,-17,-2,-86,15,5,-2,-5
1523080536243020,0,-22,-23,16,-34,-6,5,16
1523080536243020,-2,27,-6,-6,32,1,-2,11
1523080536256030,-4,-4,9,-32,-27,1,1,1
1523080536256030,7,4,5,5,-5,-5,-2,4
1523080536264035,3,14,14,38,16,5,2,10
1523080536264035,-6,-14,2,7,17,-1,2,-1
1523080536280037,-11,-8,-5,-5,-37,-10,-7,-20
1523080536280037,-17,11,-6,-13,13,5,0,-17
1523080536294063,14,-12,5,19,11,1,-2,-31
1523080536294063,34,25,-7,-32,-68,7,18,77
1523080536302066,-12,-6,-1,36,85,-9,-8,-28
1523080536302066,-19,-5,-1,-3,-16,-6,-9,-46
1523080536303067,15,-1,7,17,-97,2,-2,-15
1523080536303067,-13,-20,24,38,75,3,-2,23
1523080536316061,44,30,-30,-16,-36,0,15,81
1523080536316061,10,6,-10,-21,-11,-3,1,79
1523080536324067,-23,-5,-12,-24,28,13,4,-37
1523080536324067,-18,2,9,4,-38,-11,-13,-71
1523080536339092,-11,-19,3,20,-2,3,-6,-28
1523080536339092,-6,-1,-1,-9,41,3,-5,-24
1523080536347097,4,20,6,-2,-18,-11,-3,19
1523080536347097,-6,-5,-1,-8,30,2,-1,-12
1523080536362108,-7,-7,-4,8,-16,-1,2,-13
1523080536362108,13,11,12,-9,-26,4,0,8
1523080536363109,2,-8,-9,-12,16,-56,-24,19
1523080536363109,-6,-2,-8,6,20,83,24,-7
1523080536376115,-2,-3,2,-1,76,-7,1,-4
1523080536376115,16,5,7,14,-61,-4,0,8
1523080536384124,-7,-1,-6,-8,-46,3,3,21
1523080536384124,-10,-1,0,-11,-3,-37,-21,-27
1523080536400123,2,1,1,0,12,21,1,-3
1523080536400123,8,6,7,-14,-45,1,12,12
1523080536414142,-5,3,-11,9,71,16,0,4
1523080536414142,-1,-9,9,84,-104,-44,-12,-12
1523080536422150,-1,-6,-3,17,-48,15,5,3
1523080536422150,-1,-1,-3,-37,-21,-5,-2,1
1523080536423151,-1,8,16,32,94,40,9,6
1523080536423151,9,6,-1,6,-67,-20,3,-2
1523080536436157,-6,-9,6,16,-42,-5,-4,-1
1523080536436157,0,3,0,-40,8,-1,-4,-3
1523080536444163,3,5,-3,-28,-11,15,7,10
1523080536444163,-4,-2,0,-15,46,1,0,-8
1523080536459173,0,-3,-1,11,-19,-9,-3,-3
1523080536459173,0,-3,-13,0,30,12,2,0
1523080536467193,5,0,4,6,-24,-6,1,6
1523080536467193,-7,0,-4,-4,11,-13,-8,-6
1523080536482190,-1,0,-2,-24,-83,-7,-3,-6
1523080536482190,2,-3,1,2,56,6,3,1
1523080536483191,0,-6,-1,26,9,-5,0,3
1523080536483191,1,-3,1,-9,10,1,-4,-3
1523080536496199,-8,32,2,11,-53,1,2,-1
1523080536496199,-2,-11,15,15,-7,21,0,0
1523080536504211,5,-15,-1,-8,-45,-29,1,4
1523080536504211,-32,3,-41,-45,-22,11,-1,-39
1523080536519223,31,11,28,50,10,-5,-5,2
1523080536519223,0,7,-8,-8,-7,-3,3,42
1523080536527212,-6,4,-1,-19,1,-1,-3,-6
1523080536527212,4,-4,-1,-17,28,3,0,2
1523080536550242,-17,-18,-17,-18,-17,-4,-2,-29
1523080536550242,-3,-2,-6,13,37,-20,-7,-16
1523080536551243,7,4,2,-8,-13,12,4,10
1523080536551243,-1,-5,1,-6,21,-2,0,-3
1523080536556246,-3,-5,-5,-10,6,-4,-1,6
1523080536556246,2,-1,2,0,-1,-1,-3,-3
1523080536572257,-10,1,5,15,-5,-11,-9,-6
1523080536572257,10,-3,-5,5,13,12,14,11
1523080536579262,-2,-4,5,-12,16,3,1,6
1523080536579262,2,-3,-12,-30,-19,-16,-7,-3
1523080536587265,-6,2,-4,7,-50,-2,-2,-11
1523080536587265,3,3,7,5,27,-4,-4,3
1523080536602275,0,-4,-8,-15,-3,3,0,7
1523080536602275,-4,-5,11,35,18,2,2,-10
1523080536603274,-3,3,1,-11,-16,-4,-2,-3
1523080536603274,7,3,9,-5,9,1,-1,8
1523080536616285,-3,-4,-6,-5,14,3,-1,0
1523080536616285,0,-2,-14,6,-11,-1,2,-6
1523080536624280,-3,-2,-6,6,-8,0,-4,1
1523080536624280,7,-3,-8,-9,2,-5,4,11
1523080536639324,-7,-4,-5,-3,3,-5,-7,-9
1523080536639324,-1,6,8,3,-8,3,4,-3
1523080536647309,5,-2,-1,-7,14,11,6,8
1523080536647309,-4,1,6,-6,-2,-9,-6,-6
1523080536662319,3,-1,-6,-14,-6,-3,-4,2
1523080536662319,0,-3,-4,10,1,2,0,-1
1523080536662319,-1,0,2,0,12,-2,1,-4
1523080536662319,-4,1,4,4,-5,4,-3,-3
1523080536678319,-1,-6,-1,-7,-12,-6,-2,4
1523080536678319,-3,-1,-2,3,12,-6,-8,-5
1523080536684323,-3,0,-5,1,18,-15,-1,1
1523080536684323,-1,2,6,4,7,50,21,1
1523080536699333,3,-4,-5,-8,-12,6,9,6
1523080536699333,-4,0,-2,-6,-3,-12,-7,-5
1523080536707351,-1,-2,-7,-7,-1,-38,-19,3
1523080536707351,0,4,8,26,11,62,31,2
1523080536722471,-2,-1,3,6,35,-7,-3,-3
1523080536722471,-15,-4,1,6,3,4,-6,-31
1523080536722471,-5,-2,-6,-5,1,-6,0,-38
1523080536722471,27,5,-1,-7,-9,-25,-8,61
1523080536736360,-2,-3,-3,-13,-14,10,4,-5
1523080536736360,-1,-4,-3,1,2,-1,1,-14
1523080536744365,6,8,3,7,11,2,0,37
1523080536744365,-13,-7,-13,-12,-22,-17,-13,-36
1523080536758379,1,-3,-2,4,3,-6,-4,3
1523080536758379,-2,1,-3,-24,-6,-4,2,-7
1523080536767383,-3,-1,2,-5,-6,14,8,-5
1523080536767383,-1,-3,-1,-26,-3,-14,-7,4
1523080536782406,-2,1,1,27,-15,-9,-2,7
1523080536782406,-2,-2,-4,8,4,-19,-17,-2
1523080536782406,4,1,-1,-14,-2,58,30,10
1523080536782406,1,1,1,-17,6,-28,-16,0
1523080536796413,-7,-3,-5,-1,3,-10,-3,-18
1523080536796413,0,-5,-4,42,8,18,0,7
1523080536836431,7,-3,-4,-16,-8,-10,-5,13
1523080536836431,-8,-3,-2,-8,-21,-18,-10,-17
1523080536838435,-2,4,8,-14,-16,-2,-2,-3
1523080536838435,7,0,-6,-9,-8,0,4,18
1523080536839435,2,-5,-5,9,13,6,6,6
1523080536839435,-7,-2,0,8,0,-1,-1,-13
1523080536851444,2,1,0,1,0,-6,-3,1
1523080536851444,1,2,2,-6,-2,-2,0,8
1523080536852443,-9,1,4,10,-11,-32,-16,-20
1523080536852443,5,-2,1,11,26,36,10,5
1523080536864471,4,3,-1,-16,-11,18,12,5
1523080536864471,1,-1,2,-4,3,-6,1,1
1523080536865453,-3,-1,0,-1,-9,-7,-5,-5
1523080536865453,-7,2,0,7,-18,-31,-14,-10
1523080536887478,-3,1,2,-7,-3,-4,-8,-2
1523080536887478,5,-2,-2,10,16,18,16,7
1523080536888469,0,-3,-5,4,-12,6,-7,0
1523080536888469,-1,-1,-3,1,17,-31,-9,1
1523080536902478,-2,-2,-2,-13,-15,-18,-4,-4
1523080536902478,-2,4,9,32,3,63,25,5
1523080536902478,1,-4,0,-26,-27,-86,-22,0
1523080536902478,1,1,6,25,62,39,25,3
1523080536917489,-3,0,-6,-21,26,-20,-1,-1
1523080536917489,-3,-1,0,-1,-11,-30,-24,-7
1523080536924494,2,-2,-2,24,-2,16,17,4
1523080536924494,-4,-2,-1,-1,-32,3,-8,-6
1523080536947512,-6,-5,-4,22,1,-105,-35,-8
1523080536947512,6,7,7,14,-53,73,39,11
1523080536948521,-3,-3,-3,6,89,62,28,-1
1523080536948521,-1,-1,-2,-14,-2,-54,-9,-3
1523080536970526,3,2,2,3,-13,14,6,6
1523080536970526,-3,-4,-8,-23,-20,-86,-35,-6
1523080536970526,-3,-3,-2,13,-19,27,-6,-4
1523080536970526,-2,1,2,9,-43,-16,5,-1
1523080536976551,-2,-2,-1,2,53,35,-5,-3
1523080536976551,4,0,-7,-24,-15,9,10,7
1523080537009554,-2,2,2,-3,-4,-9,-5,-3
1523080537009554,-2,-2,-1,21,2,-5,-9,-3
1523080537010557,1,1,2,-4,-24,8,1,-2
1523080537010557,0,-4,2,6,28,-4,-2,-1
1523080537011556,-2,1,1,5,-8,8,2,0
1523080537011556,-5,0,-4,-25,-11,-27,-20,-10
1523080537021627,8,-4,-4,29,13,37,18,11
1523080537021627,0,0,-1,-18,36,-1,-1,1
1523080537052595,-5,-7,-17,-6,-97,-41,-18,-8
1523080537052595,1,1,2,-14,5,14,5,0
1523080537060601,-2,5,6,2,-2,7,5,0
1523080537060601,-2,-2,8,0,41,-17,-6,0
1523080537061591,-1,3,4,8,22,0,-3,-4
1523080537061591,3,-1,-7,-15,-8,6,2,4
1523080537063604,1,-3,-4,-17,-20,21,5,1
1523080537063604,1,1,-5,0,-10,-18,-2,-1
1523080537074600,-2,0,1,4,5,-5,-4,-3
1523080537074600,-3,-2,-1,-2,-8,5,-1,-2
1523080537081605,-4,-4,1,0,2,-14,-8,-5
1523080537081605,-2,-2,-7,-26,-1,0,-3,-2
1523080537096636,6,-1,-2,-3,10,11,8,6
1523080537096636,-3,-1,2,-1,6,-6,-5,-4
1523080537112647,-5,-4,-3,16,11,7,3,-11
1523080537112647,-3,-5,-7,-15,-34,-12,-6,1
1523080537113648,1,6,-2,-7,9,4,2,2
1523080537113648,-2,0,5,10,-1,-2,-1,-1
1523080537118632,-4,3,9,7,2,2,-1,-23
1523080537118632,-11,-3,1,7,2,3,-1,-51
1523080537127638,14,3,0,-5,12,-9,4,84
1523080537127638,20,-4,-16,-8,-53,3,9,10
1523080537141662,10,4,3,8,33,3,4,14
1523080537141662,-6,-1,-6,-21,-26,-8,-3,-9
1523080537150665,-13,-2,4,19,8,-5,-11,-50
1523080537150665,-9,1,10,-4,-2,1,-5,-7
1523080537163674,-5,-4,-1,5,-9,-2,-1,9
1523080537163674,2,2,4,33,14,0,-3,-2
1523080537172670,3,7,17,12,1,2,6,-1
1523080537172670,-2,-3,-19,-73,2,5,-2,4
1523080537178684,1,-2,19,28,2,-5,1,-8
1523080537178684,0,-3,-25,-51,14,-5,-4,11
1523080537187680,-2,-11,-20,-64,-9,-3,-6,-10
1523080537187680,-5,-4,-20,-21,36,-27,-9,-9
1523080537201701,1,-5,-8,-6,6,48,17,6
1523080537201701,2,1,2,19,21,13,10,10
1523080537210708,-1,-1,2,19,-19,15,3,-7
1523080537210708,-4,2,10,30,-8,-11,-7,-10
1523080537223708,-5,0,-7,-5,-13,-23,-8,-2
1523080537223708,5,-2,3,-19,-11,-7,1,9
1523080537232712,-4,0,8,23,14,-2,-5,-17
1523080537232712,0,-4,2,16,4,16,6,4
1523080537247733,-1,-6,-21,-22,-6,-7,-8,3
1523080537247733,2,0,-2,-17,2,6,2,6
1523080537249735,-3,0,-1,-23,2,-12,-3,-9
1523080537249735,-1,-1,-4,-7,-8,-1,-2,-2
1523080537261743,-1,0,-9,-22,4,-14,-6,2
1523080537261743,-1,0,-2,8,4,-9,0,-5
1523080537270749,-6,1,9,31,-21,-6,-10,-11
1523080537270749,7,-6,-1,44,21,10,17,13
1523080537283759,1,4,3,-15,-5,1,6,0
1523080537283759,-2,2,8,16,9,-10,-7,1
1523080537292755,1,2,0,-37,0,-40,-9,-2
1523080537292755,-6,-6,0,35,-23,77,12,-5
1523080537298770,-4,-4,-6,-25,-6,-24,-9,-5
1523080537298770,1,-3,-3,7,-6,8,-1,5
1523080537307765,2,5,4,-44,33,-5,-2,0
1523080537307765,-3,6,9,-15,16,-17,-11,-9
1523080537321805,-2,-11,-8,15,-4,17,18,6
1523080537321805,-1,-1,-1,15,-5,-5,-4,1
1523080537336788,4,-2,-4,9,0,14,11,5
1523080537336788,-1,6,17,4,-12,-13,-5,-1
1523080537343791,-2,1,1,10,4,0,-4,-5
1523080537343791,-3,-1,-3,-15,-17,-25,-15,-7
1523080537352798,-4,-9,-14,10,1,14,1,-1
1523080537352798,1,0,-5,10,-1,2,12,3
1523080537358803,0,0,4,-12,-1,-5,-3,-1
1523080537358803,0,0,-3,-2,0,9,4,-8
1523080537375831,-6,-2,-2,7,1,-3,-8,5
1523080537375831,2,2,1,-6,6,-13,-8,6
1523080537389844,-2,0,-7,0,0,7,4,-2
